Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Cesar Avitia,"Avitia,Cesar",3,36.0,"Visteon Global Technologies, Inc.",4,,,"Chihuahua, MX",2000 - 2007,2000,2007,,Hombre,,,,,,,,,,,,,,,,,
Cesar C Chavez,"C Chavez,Cesar",3,3.0,Delphi Technologies IP Limited,4,,,"Chihuahua, MX",2004 - 2018,2004,2018,,Hombre,,,,,,,,,,,,,,,,,
Cesar Cain Chavez Sandoval,"Chavez Sandoval,Cesar Cain",3,0.0,Delphi Technologies IP Limited,10,,,"Juarez, MX",2022 - 2024,2022,2024,27.0,HOMBRE,LICENCIATURA COMO INGENIERO INDUSTRIAL MECÁNICO ,INSTITUTO TECNOLÓGICO DE DURANGO (I.T.R.),1.0,2220593,1995.0,,,,,,,,,0.0,,,Mexicana
Cesar Davila,"Davila,Cesar",3,1.0,VERIZON CORPORATE SERVICES GROUP INC.,20,,,"Mexicali, MX",2013 - 2021,2013,2021,,Hombre,,,,,,,,,,,,,,,,,
Cesar Omar Medina Juarez,"Medina Juarez,Cesar Omar",3,3.0,Robert Bosch GmbH,3,0,,"San Luis Potosí, MX",2022 - 2023,2022,2023,10.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ADMINISTRADOR,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ,1.0,7763105,2012.0,,,,,,,,,0.0,,,Mexicana
Charles Dean Cyphery,"Dean Cyphery,Charles",3,9.0,Med-Tek LLC,2,0,,"Nuevo México, MX",2012 - 2014,2012,2014,,Hombre,,,,,,,,,,,,,,,,,
Claudia Gonzalez,"Gonzalez,Claudia",3,1.0,,0,0,,"Toluca, MX",2016 - 2023,2016,2023,,Mujer,,,,,,,,,,,,,,,,,
Claudia Isabel Sandoval Antunez,"Sandoval Antunez,Claudia Isabel",3,4.0,International Business Machines Corporation,6,,,"Tesistán, MX",2020 - 2020,2020,2020,12.0,MUJER,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,5650163,2008.0,,,,,,,,,0.0,IBM,Global Supply Assurance - Services Supply Chain,Mexicana
Claudio Alberto Clamont Bello,"Clamont Bello,Claudio Alberto",3,6.0,"Ford Global Technologies, LLC",5,,,"Torreón, MX",2016 - 2019,2016,2019,-2.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSITY OF TEXAS,0.0,11259246,2018.0,,,,,,,,,0.0,RIVIAN,D&R ENGINEER,Mexicana
Cristina Rosas Salazar,"Rosas Salazar,Cristina",3,1.0,"Schneider Electric USA, Inc.",8,,,"Torreón, MX",2016 - 2017,2016,2017,4.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,7904422,2012.0,,,,,,,,,0.0,,,Mexicana
Cristopher Alejandro Leon Cortez,"Leon Cortez,Cristopher Alejandro",3,14.0,"Custom-Pak, Inc.",4,,,"Mexicali, MX",2010 - 2014,2010,2014,1.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,1.0,5929360,2009.0,,,,,,,,,0.0,,,Mexicana
Cynthia Denisse Anaya Romo,"Anaya Romo,Cynthia Denisse",3,8.0,VITALMEX INTERNACIONAL S.A. DE C.V.,4,,,"Naucalpan, MX",2023 - 2024,2023,2024,13.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,6304233,2010.0,,,,,,,,,0.0,"trabaja en Vitalmex Internacional S.A. de C.V., una empresa especializada en tecnología médica en México","inventora, dentro del departamento de desarrollo tecnológico o investigación",Mexicana
Daniel Aguirre,"Aguirre,Daniel",3,22.0,"INTEVA PRODUCTS, LLC",3,0,,"Chihuahua, MX",2012 - 2019,2012,2019,,Hombre,,,,,,,,,,,,,,,,,
Daniel Herrera Vazquez,"Herrera Vazquez,Daniel",3,52.0,"LINCOLN GLOBAL, INC.",3,1,,"Durango, MX",2020 - 2020,2020,2020,,Hombre,,,,,,,,,,,,,,,,,
Daniel Talancon,"Talancon,Daniel",3,0.0,Colgate-Palmolive Company,9,,,"Mexico City, MX",2019 - 2021,2019,2021,,Hombre,,,,,,,,,,,,,,,,,
Daniela Alonso,"Alonso,Daniela",3,43.0,ESSITY HYGIENE AND HEALTH AKTIEBOLAG,3,3,,"Cuernavaca, MX",2019 - 2020,2019,2020,,Mujer,,,,,,,,,,,,,,,,,
Dariana Graciela Rodriguez Sanchez,"Graciela Rodriguez Sanchez,Dariana",3,0.0,NSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE…,7,,,"Monterrey, MX",2020 - 2021,2020,2021,12.0,MUJER,LICENCIATURA EN INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,5594889,2008.0,,,,,DOCTORADO EN BIOTECNOLOGÍA ,TECNOLÓGICO DE MONTERREY,,2013,1.0,TECNOLÓGICO DE MONTERREY,DIRECTORA DE PROGRAMA IAL E IIA,Mexicana
Darien Aguilar Baza,"Aguilar Baza,Darien",3,2.0,Aptiv Technologies AG,1,0,,"Saltillo, MX",2019 - 2021,2019,2021,9.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,6399087,2010.0,,,,,,,,,0.0,TOX,ENGINEERING MANAGER,Mexicana
Darwin William Fernandez,"William Fernandez,Darwin",3,14.0,Darwin William Fernandez,1,0,,"Granada, MX",2020 - 2022,2020,2022,,Hombre,,,,,,,,,,,,,,,,,
David Alberto Musi Navarro,"Musi Navarro,David Alberto",3,38.0,,0,0,,"Garcia, MX",2014 - 2016,2014,2016,20.0,HOMBRE,LICENCIATURA EN ADMINISTRACIÓN,INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO,0.0,1913606,1994.0,,,,,,,,,0.0,,,Mexicana
David Garza Maldonado,"Garza Maldonado,David",3,4.0,General Electric Company,7,,,"Querétaro, MX",2020 - 2023,2020,2023,,Hombre,,,,,,,,,,,,,,,,,
David Hugo Carrillo Cantu,"Hugo Carrillo Cantu,David",3,40.0,"Tendora Nemak, S.A. de C.V.",4,,,"Monterrey, MX",1983 - 2000,1983,2000,,HOMBRE,,,,,,,,,,,,,,,,,
David K Gonzalez Bojorges,"Gonzalez Bojorges,David K",3,2.0,"Ford Global Technologies, LLC",7,,,"Mexico City, MX",2019 - 2023,2019,2023,7.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,7430782,2012.0,,,,,,,,,0.0,,,Mexicana
David Ross MACKAY PETT,"MACKAY PETT,David Ross",3,6.0,"Ozono Polaris, S.A. de C.V.",0,0,,"Nochistlán de Mejía, MX",2016 - 2024,2016,2024,,Hombre,,,,,,,,,,,,,,,,,
Edgar Antonio Martinez,"Antonio Martinez,Edgar",3,33.0,"Skyworks Solutions, Inc.",5,,,"Mexicali, MX",2018 - 2023,2018,2023,,Hombre,,,,,,,,,,,,,,,,,
Edgar Javier Ortega,"Javier Ortega,Edgar",3,0.0,"Ford Global Technologies, LLC",5,,,"Tlalnepantla, MX",2018 - 2020,2018,2020,,Hombre,,,,,,,,,,,,,,,,,
Edgar M Garcia Tellez,"Garcia Tellez,Edgar M",3,1.0,International Business Machines Corporation,0,0,,"San Nicolás de los Garza, MX",2018 - 2022,2018,2022,12.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,UNIVERSIDAD TECNOLÓGICA DE MÉXICO,0.0,4841149,2006.0,,,,,DOCTORADO EN GESTIÓN ESTRATÉGICA Y POLÍTICAS DEL DESARROLLO ,UNIVERSIDAD ANÁHUAC,7958125,2013,1.0,,,Mexicana
Edgar Salazar Fabian,"Salazar Fabian,Edgar",3,2.0,"Ford Global Technologies, LLC",4,,,"Cuautitlán Izcalli, MX",2016 - 2018,2016,2018,1.0,HOMBRE,LICENCIATURA COMO INGEIERO EN SISTEMAS COMPUTACIONALES,UNIVERSIDAD AUTÓNOMA DE CIUDAD JUÁREZ,1.0,9155945,2015.0,,,,,,,,,0.0,,,Mexicana
Edgard Wolf,"Wolf,Edgard",3,2.0,Delphi Technologies,5,,,"Chihuahua, MX",2010 - 2012,2010,2012,,Hombre,,,,,,,,,,,,,,,,,
Edna Sanchez Castrejon,"Sanchez Castrejon,Edna",3,9.0,LABORATORIOS SILANES S.A. DE C.V.,6,,,"El Rosario, MX",2013 - 2017,2013,2017,,Mujer,,,,,,,,,,,,,,,,,
Eduardo Pena Cabrera,"Pena Cabrera,Eduardo",3,0.0,UNIVERSIDAD DE GUANAJUATO,4,,,"Guanajuato, MX",2014 - 2014,2014,2014,30.0,HOMBRE,LICENCIATURA EN QUÍMICA,UNIVERSIDAD DE GUANAJUATO,1.0,932353,1984.0,,,,,,,,,0.0,UNIVERSIDAD DE GUANAJUATO,PROFESOR/INVESTIGADOR,Mexicana
Eduardo Rodriguez de Anda,"de Anda,Eduardo Rodriguez",3,0.0,,2,0,,"Jalisco, MX",2016 - 2017,2016,2017,20.0,HOMBRE,LICENCIATURA EN FÍSICA,UNIVERSIDAD DE GUADALAJARA,1.0,2393201,1996.0,,,,,DOCTORADO EN INGENIERÍA DE MATERIALES,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN ,4984073,2006,1.0,UNIVERSIDAD DE GUADALAJARA,INVESTIGADOR EN METALURGIA,Mexicana
Eduardo Sanchez,"Sanchez,Eduardo",3,328.0,Telefonaktiebolaget LM Ericsson (Publ),2,1,,"Saltillo, MX",1996 - 2005,1996,2005,,Hombre,,,,,,,,,,,,,,,,,
Edvige Galeazzi Toscani,"Galeazzi Toscani,Edvige",3,8.0,Syntex (U.S.A.) LLC,3,2,,"Mexico City, MX",1999 - 2000,1999,2000,,Hombre,,,,,,,,,,,,,,,,,
Efren Solis,"Solis,Efren",3,5.0,Delphi Technologies,4,,,"Chihuahua, MX",2003 - 2004,2003,2004,,Hombre,,,,,,,,,,,,,,,,,
Elias Aurelio Romero Saldivar,"Romero Saldivar,Elias Aurelio",3,0.0,ABL IP Holding LLC,10,,,"El Chubasco, MX",2022 - 2023,2022,2023,21.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,3299903,2001.0,,,,,,,,,0.0,,,Mexicana
Elias Marquez,"Marquez,Elias",3,6.0,General Electric Company,7,,,"Querétaro, MX",2007 - 2013,2007,2013,,Hombre,,,,,,,,,,,,,,,,,
Elizabeth Quintana Romero,"Quintana Romero,Elizabeth",3,21.0,Sabritas S. de R.L. de C.V.,3,1,,"Tlalnepantla, MX",2007 - 2011,2007,2011,8.0,MUJER,LICENCIATURA EN NUTRICIÓN Y CIENCIA DE LOS ALIMENTOS,UNIVERSIDAD IBEROAMERICANA,0.0,2886808,1999.0,,,,,,,,,0.0,BUNGE,LIDER SENIOR INVESTIGACIÓN Y DESARROLLO,Mexicana
Elsa L Delgado,"L Delgado,Elsa",3,5.0,Telefonaktiebolaget LM Ericsson (Publ),2,1,,"Cojumatlán de Régules, MX",1981 - 2002,1981,2002,,Mujer,,,,,,,,,,,,,,,,,
Emilio Jose Miquilena,"Jose Miquilena,Emilio",3,5.0,SCHLUMBERGER TECHNOLOGY CORPORATION,8,,,"Campeche, MX",2015 - 2021,2015,2021,,Hombre,,,,,,,,,,,,,,,,,
Emilio Robledo,"Robledo,Emilio",3,4.0,"Ader Enterprises, Inc.",0,0,,"Tijuana, MX",2011 - 2016,2011,2016,,Hombre,,,,,,,,,,,,,,,,,
Emilio Ruiz,"Ruiz,Emilio",3,26.0,"Ford Global Technologies, LLC",5,,,"Toluca, MX",1990 - 2024,1990,2024,,Hombre,,,,,,,,,,,,,,,,,
Enrique M Acevedo Arizpe,"Acevedo Arizpe,Enrique M",3,1.0,International Business Machines Corporation,4,,,"Guadalajara, MX",2017 - 2021,2017,2021,11.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,4719314,2006.0,,,,,,,,,0.0,,,Mexicana
Enrique R M Vera,"M Vera,Enrique R",3,10.0,"Hylsa, S.A.",3,0,,"Carmen, MX",1980 - 2006,1980,2006,,Hombre,,,,,,,,,,,,,,,,,
Enrique Ramirez Magana,"Ramirez Magana,Enrique",3,,,,,,"Morelia, MX",2014 - 2020,2014,2020,22.0,HOMBRE,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,1754146,1992.0,,,,,,,,,0.0,,,Mexicana
Enrique Valencia Garcia,"Valencia Garcia,Enrique",3,0.0,Colgate-Palmolive Company,10,,,"Miguel Hidalgo, MX",2019 - 2021,2019,2021,,Hombre,,,,,,,,,,,,,,,,,
Erick Flores Islas,"Flores Islas,Erick",3,14.0,Mabe Mexico S. de R.L. de C.V.,4,,,"El Pueblito, MX",2002 - 2016,2002,2016,-3.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,INSTITUTO TECNOLÓGICO DE QUERÉTARO (I.T.R.),1.0,4611603,2005.0,,,,,,,,,0.0,,,Mexicana
Ernesto Heliodoro Escobedo Hernandez,"Escobedo Hernandez,Ernesto Heliodoro",3,3.0,General Electric Company,3,1,,"Querétaro, MX",2019 - 2021,2019,2021,7.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ,1.0,7575390,2012.0,,,,,,,,,0.0,PWC,SENIOR MANAGER,Mexicana
Esmeralda Ruiz Pacheco,"Ruiz Pacheco,Esmeralda",3,24.0,"Imbera, S.A. DE C.V.",1,1,,"Querétaro, MX",2011 - 2012,2011,2012,,Mujer,,,,,,,,,,,,,,,,,
Esmeralda Soto,"Soto,Esmeralda",3,1.0,General Electric Company,3,1,,"Querétaro, MX",2018 - 2022,2018,2022,,Mujer,,,,,,,,,,,,,,,,,
Esther Orozco Orozco,"Orozco Orozco,Esther",3,2.0,Centro Nacional de Investigaciones Cientificas,17,,,"Mexico City, MX",2007 - 2011,2007,2011,,Mujer,,,,,,,,,,,,,,,,,
Estuardo Aguilar Cordova,"Aguilar Cordova,Estuardo",3,2.0,"TGT Laboratories, S.A. DE C.V.",1,0,,"Isla, MX",2010 - 2011,2010,2011,,Hombre,,,,,,,,,,,,,,,,,
Eunice Cheng,"Cheng,Eunice",3,40.0,"lectrolux Home Products, Inc.",12,,,"Rayón, MX",2021 - 2022,2021,2022,,Mujer,,,,,,,,,,,,,,,,,
Ever Hernandez,"Hernandez,Ever",3,0.0,Ademco Inc.,7,,,"Chihuahua, MX",2021 - 2023,2021,2023,,Hombre,,,,,,,,,,,,,,,,,
Ezequiel Salas,"Salas,Ezequiel",3,27.0,"Schneider Electric USA, Inc.",2,0,,"Monterrey, MX",2012 - 2014,2012,2014,,Hombre,,,,,,,,,,,,,,,,,
Fabiola Irene Lopez Vallejo,"Lopez Vallejo,Fabiola Irene",3,0.0,UNIVERSIDAD DE GUANAJUATO,5,,,"Xico, MX",2014 - 2018,2014,2018,0.0,MUJER,LICENCIATURA COMO QUÍMICO,UNIVERSIDAD DE GUANAJUATO,1.0,8722321,2014.0,,,,,DOCTORADO EN QUÍMICA,UNIVERSIDAD DE GUANAJUATO,13031991,2022,1.0,,,Mexicana
Farhan Ahmed Omer,"Ahmed Omer,Farhan",3,0.0,SCHLUMBERGER TECHNOLOGY CORPORATION,11,,,"Guadalupe, MX",2022 - 2024,2022,2024,,Hombre,,,,,,,,,,,,,,,,,
Federico Castro Munozledo,"Castro Munozledo,Federico",3,126.0,"Celadon Science, LLC",3,1,,"Chapultepec, MX",2003 - 2003,2003,2003,,Hombre,,,,,,,,,,,,,,,,,
Fernando Burciaga,"Burciaga,Fernando",3,14.0,"INTEVA PRODUCTS, LLC",8,,,"Guadalupe, MX",2015 - 2018,2015,2018,,Hombre,,,,,,,,,,,,,,,,,
Fernando Gonzalez Lenero,"Gonzalez Lenero,Fernando",3,0.0,Intel Corporation,19,,,"Zapopan, MX",2019 - 2023,2019,2023,5.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,UNIVERSIDAD PANAMERICANA ,0.0,8533040,2014.0,MAESTRÍA EN INGENIERÍA MECÁNICA,UNIVERSIDAD DE NAVARRA,,2014,,,,,1.0,INTEL CORPORATION,MECHANICAL DESIGN ENGINEER,Mexicana
Fernando Ruiz,"Ruiz,Fernando",3,3.0,Centro De Investigacion Y Desarrollo Condumex SA.DE C.…,5,,,"Querétaro, MX",1995 - 2020,1995,2020,,Hombre,,,,,,,,,,,,,,,,,
Florencia Marina Moran Pineda,"Moran Pineda,Florencia Marina",3,9.0,Instituto Mexicano del Petróleo,8,,,"Mexico City, MX",1996 - 2018,1996,2018,10.0,MUJER,LICENCIATURA COMO QUÍMICO FARMACÉUTICO BIÓLOGO,UNIVERSIDAD VERACRUZANA,1.0,1101756,1986.0,,,,,,,,,0.0,,,Mexicana
Francisco Fuentes,"Fuentes,Francisco",3,31.0,"Oficina de Investigacion Agrupada, S.A.",4,,,"Tonalá, MX",1980 - 2020,1980,2020,,Hombre,,,,,,,,,,,,,,,,,
Francisco Guevara Arreola,"Guevara Arreola,Francisco",3,0.0,"INTEVA PRODUCTS, LLC",9,,,"Chic, MX",2023 - 2023,2023,2023,,Hombre,,,,,,,,,,,,,,,,,
Francisco Javier Curiel,"Javier Curiel,Francisco",3,57.0,NUEVA GENERACION MANUFACTURAS S.A. DE C.V.,1,0,,"Juarez, MX",2011 - 2019,2011,2019,,Hombre,,,,,,,,,,,,,,,,,
Francisco Javier Marichi Rodriguez,"Marichi Rodriguez,Francisco Javier",3,26.0,,1,0,,"Suchiapa, MX",2010 - 2015,2010,2015,23.0,HOMBRE,LICENCIATURA COMO CIRUJANO DENTISTA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,1199808,1987.0,MAESTRÍA EN ODONTOLOGÍA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1749623,1992,DOCTORADO EN ODONTOLOGÍA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,2630683,1998,1.0,,,Mexicana
Francisco Javier Moreno Moncada,"Moreno Moncada,Francisco Javier",3,5.0,LOUISVILLE LADDER INC.,,0,,"General Terán, MX",2020 - 2021,2020,2021,8.0,HOMBRE,LICENCIATURA EN DISEÑO INDUSTRIAL,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,7297625,2012.0,MAESTRÍA EN ADMINISTRACIÓN CON ORIENTACIÓN EN MERCADOTECNIA Y COMERCIO INTERNACIONAL,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN ,13611720,2023,,,,,1.0,,,Mexicana
Francisco Javier Ramirez Aldana,"Ramirez Aldana,Francisco Javier",3,4.0,"Hewlett-Packard Development Company, L.P.",4,,,"Ixtlahuacán del Río, MX",2001 - 2006,2001,2006,,Hombre,,,,,,,,,,,,,,,,,
Francisco Javier Tovar Lopez,"Tovar Lopez,Francisco Javier",3,8.0,VITALMEX INTERNACIONAL S.A. DE C.V.,0,0,,"San Miguel Ajusco, MX",2013 - 2014,2013,2014,8.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,4389498,2005.0,,,,,,,,,0.0,,,Mexicana
Francisco Oblea,"Oblea,Francisco",3,0.0,"Hewlett-Packard Development Company, L.P.",8,,,"Guadalajara, MX",2017 - 2022,2017,2022,,Hombre,,,,,,,,,,,,,,,,,
Francisco Robles Gil Daellenbach,"Gil Daellenbach,Francisco Robles",3,12.0,MICROSAFE SA DE CV,2,0,,"Tecamachalco, MX",2013 - 2020,2013,2020,,Hombre,,,,,,,,,,,,,,,,,
Francisco Romero Salido,"Romero Salido,Francisco",3,24.0,QUIMICA GONCAL S.A. DE C.V.,0,0,,"El Control, MX",2016 - 2017,2016,2017,27.0,HOMBRE,LICENCIATURA EN ECONOMÍA ,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,,1989.0,,,,,,,,,0.0,GONCAL ,DIRECTOR EN QUÍMICA ,Mexicana
Francisco Sosa,"Sosa,Francisco",3,14.0,Roberto Gonzalez Barrera,5,,,"Guadalupe, MX",2002 - 2012,2002,2012,,Hombre,,,,,,,,,,,,,,,,,
Francisco Vargas,"Vargas,Francisco",3,15.0,BABYLON PARTNERS LIMITED,9,,,"Cuautitlán Izcalli, MX",1977 - 2021,1977,2021,,Hombre,,,,,,,,,,,,,,,,,
Gabriel de la Rosa Esparza,"de la Rosa Esparza,Gabriel",3,21.0,"KÄRCHER NORTH AMERICA, INC.",7,,,"San Nicolás de los Garza, MX",2016 - 2017,2016,2017,10.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,4861631,2006.0,MEATRÍA EN ADMINISTRACIÓN DE NEGOCIOS,UNIVERSIDAD TEC MILENIO,12727914,2022,,,,,1.0,,,Mexicana
Gabriel GOJON ZORRILLA,"GOJON ZORRILLA,Gabriel",3,3.0,"NAN Global, LLC",3,0,,"San Pedro Garza García, MX",1994 - 2020,1994,2020,33.0,HOMBRE,LICENCIATURA EN QUÍMICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,89720,1961.0,,,,,DOCTORADO EN QUÍMICA FÍSICO ORGÁNICA,LOUISIANA STATE UNIVERSITY,,1973,1.0,SULFAGENIX,CHIEF SCIENTIFIC OFFICER,Mexicana
Gabriel Hernandez Zamora,"Hernandez Zamora,Gabriel",3,2.0,"Dynasol Elastómeros, S.A. de C.V.",5,,,"San Fernando, MX",2015 - 2016,2015,2016,,Hombre,,,,,,,,,,,,,,,,,
Gabriel Padilla,"Padilla,Gabriel",3,3.0,Intel Corporation,5,,,"Guadalajara, MX",2019 - 2022,2019,2022,,Hombre,,,,,,,,,,,,,,,,,
Georgina Cecilia Laredo Sanchez,"Laredo Sanchez,Georgina Cecilia",3,2.0,Instituto Mexicano del Petróleo,11,,,"Mexico City, MX",2013 - 2018,2013,2018,30.0,MUJER,LICENCIATURA COMO QUÍMICO FARMACÉUTICO BIÓLOGO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,787547,1983.0,MAESTRÍA EN CIENCIAS (QUÍMICA ORGÁNICA),UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1102179,1986,DOCTORADO EN CIENCAS,UNIVERSIDAD AUTÓNOMA METROPOLITANA,3460253,2001,1.0,INSTITUTO MEXICANO DEL PETRÓLEO,PROJECT LEADER,Mexicana
Gerardo Castanon,"Castanon,Gerardo",3,30.0,FESTO AG & CO.,2,0,,"Tamazunchale, MX",2004 - 2005,2004,2005,,Hombre,,,,,,,,,,,,,,,,,
Gerardo Hernandez Gonzalez,"Hernandez Gonzalez,Gerardo",3,10.0,Unimin Corporation,3,0,,"San Nicolás de los Garza, MX",2010 - 2011,2010,2011,,Hombre,,,,,,,,,,,,,,,,,
Gerardo Mijares Saenz,"Mijares Saenz,Gerardo",3,4.0,Bank of America Corporation,6,,,"Zapopan, MX",2016 - 2022,2016,2022,2.0,HOMBRE,LICENCIATURA COMO INGENIERO EN COMPUTACIÓN,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ,1.0,8825905,2014.0,,,,,,,,,0.0,Wizeline,Software Engineer,Mexicana
Gian Carlo Morlet Ugalde,"Morlet Ugalde,Gian Carlo",3,10.0,"Ford Global Technologies, LLC",5,,,"Huixquilucan de Degollado, MX",2014 - 2018,2014,2018,13.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,3308397,2001.0,,,,,,,,,0.0,FORD MEXICO,INGENIERO,Mexicana
Gilberto Robles Gonzalez,"Robles Gonzalez,Gilberto",3,5.0,"El Control, MX",4,,,"El Control, MX",2019 - 2021,2019,2021,,Hombre,,,,,,,,,,,,,,,,,
Gildardo Ramirez,"Ramirez,Gildardo",3,8.0,"CCL Label, Inc.",6,,,"Tijuana, MX",2016 - 2023,2016,2023,,Hombre,,,,,,,,,,,,,,,,,
Gladys Teresa Castorena Cortes,"Castorena Cortes,Gladys Teresa",3,9.0,Instituto Mexicano del Petróleo,5,,,"Mexico City, MX",2014 - 2019,2014,2019,59.0,MUJER,LICENCIATURA COMO INGENIERO BIOTECNÓLOGO,INSTITUTO POLITÉCNICO NACIONAL,1.0,2162022,1955.0,MAESTRÍA EN INGENIERÍA AMBIENTAL,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,2694069,1998,DOCTORADO EN CIENCIAS E INGENIERÍA AMBIENTALES,UNIVERSIDAD AUTÓNOMA METROPOLITANA,8715407,2014,1.0,INSTITUTO MEXICANO DEL PETRÓLEO,INVESTIGADORA,Mexicana
Graciela Morales,"Morales,Graciela",3,2.0,"FINA TECHNOLOGY, INC.",3,0,,"Saltillo, MX",2014 - 2016,2014,2016,,Mujer,,,,,,,,,,,,,,,,,
Graciela Reyes Granados,"Reyes Granados,Graciela",3,1.0,International Business Machines Corporation,4,,,"Mexico City, MX",2017 - 2021,2017,2021,,Mujer,,,,,,,,,,,,,,,,,
Guadalupe Rodriguez Sanchez,"Rodriguez Sanchez,Guadalupe",3,3.0,"CORNING OPTICAL COMMUNICATIONS RF, LLC",9,,,"Reynosa, MX",2019 - 2023,2019,2023,,Mujer,,,,,,,,,,,,,,,,,
Guanghui Sun,"Sun,Guanghui",3,1.0,"Huawei Technologies Co., Ltd.",9,,,"Mexico City, MX",2015 - 2022,2015,2022,,,,,,,,,,,,,,,,,,,
Guillermo Cesar Cervantes Guarneros,"Cervantes Guarneros,Guillermo Cesar",3,4.0,"Ford Global Technologies, LLC",10,,,"Atizapán de Zaragoza, MX",2018 - 2022,2018,2022,16.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,3619938,2002.0,,,,,,,,,0.0,,,Mexicana
Guillermo Locht,"Locht,Guillermo",3,16.0,General Electric Company,4,|,,"Ecatepec, MX",1999 - 2014,1999,2014,,Hombre,,,,,,,,,,,,,,,,,
