NOMBRE DEL INVESTIGADOR
"AALI BUJARI,ALI"
"AGUILAR GUADARRAMA,ANGELICA BERENICE"
"AGUILAR GUEVARA,ANA"
"AGUILAR GUEVARA,FRANCISCO JAVIER"
"AGUILAR GUGGEMBUHL,JARUMI"
"AGUILAR GUTIERREZ,GENARO"
"AGUILAR GUZMAN,JORGE"
"AGUILAR HERNANDEZ,EDUARDO ENRIQUE"
"AGUILAR HERNANDEZ,IRIS ANAHI"
"AGUILAR HERNANDEZ,JORGE RICARDO"
"AGUILAR HERNANDEZ,MA. DEL SOCORRO"
"AGUILAR HERNANDEZ,MARIA MONTSERRAT"
"AGUILAR HERNANDEZ,VICTOR MANUEL"
"AGUILAR HERNANDEZ,YURI ALBERTO"
"AGUILAR IBAEZ,CARLOS FERNANDO"
"AGUILAR IBANEZ,CARLOS FERNANDO"
"AGUILAR IBARRA,ALONSO"
"AGUILAR JIMENEZ,CARLOS ERNESTO"
"AGUILAR JIMENEZ,JESUS ARMANDO"
"AGUILAR JIMENEZ,JOSE ROBERTO"
"AGUILAR JIMENEZ,OSCAR ALEJANDRO"
"AGUILAR JUAREZ,MARISELA"
"AGUILAR JUAREZ,OSCAR"
"AGUILAR JUSTO,ADAN ENRIQUE"
"AGUILAR LARA,KARLA"
"AGUILAR LASSERRE,ALBERTO ALFONSO"
"AGUILAR LAURENTS,MARIA ISABEL"
"AGUILAR LAZCANO,CARLOS ALBERTO"
"AGUILAR LEMARROY,ADRIANA DEL CARMEN"
"AGUILAR LEON,DIANA ELODIA"
"AGUILAR LEYVA,OQUITZIN JAVIER"
"AGUILAR LIRA,GUADALUPE YOSELIN"
"AGUILAR LOBO,LINA MARIA"
"AGUILAR LOPEZ,ANTONIO"
"AGUILAR LOPEZ,JESUS"
"AGUILAR LOPEZ,JOSE ANTONIO"
"AGUILAR LOPEZ,JOSE LUIS"
"AGUILAR LOPEZ,LILIA BEATRIZ"
"AGUILAR LOPEZ,RICARDO"
"AGUILAR LORETO,OMAR"
"AGUILAR LOZANO,EDGAR ALEXIS"
"AGUILAR LUGO,CARLA DINORAH"
"AGUILAR LUNA,JESUS MAO ESTANISLAO"
"AGUILAR MADERA,CARLOS GILBERTO"
"AGUILAR MADRID,GUADALUPE"
"AGUILAR MALDONADO,BEATRIZ"
"AGUILAR MALDONADO,JESUS ANTONIO"
"AGUILAR MARCELINO,LILIANA"
"AGUILAR MARTINEZ,ADRIAN GUILLERMO"
"AGUILAR MARTINEZ,CECILIO UBALDO"
"AGUILAR MARTINEZ,CESAR AUGUSTO"
"AGUILAR MARTINEZ,ELISA MARIA"
"AGUILAR MARTINEZ,JACOBO"
"AGUILAR MARTINEZ,JOSUE AMILCAR"
"AGUILAR MARTINEZ,MARTHA"
"AGUILAR MARTINEZ,MILAGROS DEL ROSARIO"
"AGUILAR MARTINEZ,OCTAVIO"
"AGUILAR MARTINEZ,WENDY ELIZABETH"
"AGUILAR MAY,BILY"
"AGUILAR MEDEL,SOTERO"
"AGUILAR MEDINA,ELSA MARIBEL"
"AGUILAR MEDRANO,ROSALIA"
"AGUILAR MEJIA,OMAR"
"AGUILAR MELENDEZ,ARACELI"
"AGUILAR MELENDEZ,ARMANDO"
"AGUILAR MELO,CLAUDIA MARISSA"
"AGUILAR MENDEZ,CARLOS EMMANUEL"
"AGUILAR MENDEZ,MARIO JOSUE"
"AGUILAR MENDEZ,MIGUEL ANGEL"
"AGUILAR MENDOZA,ALEJANDRO"
"AGUILAR MENDOZA,GUILLERMO"
"AGUILAR MIRANDA,ALEJANDRO ALEJO"
"AGUILAR MIRANDA,ALEJANDRO ALEJO POMPILIO"
"AGUILAR MOLINA,YEHOSHUA"
"AGUILAR MONTIEL,FERNANDO"
"AGUILAR MORA,JOSE ALBERTO"
"AGUILAR MORALES,MARIA ASCENCION"
"AGUILAR MORALES,NORMA"
"AGUILAR NANDAYAPA,MARIO ARTEMIO"
"AGUILAR NAVARRO,CARLOS OMAR"
"AGUILAR NAVARRO,SARA GLORIA"
"AGUILAR NERY,JESUS"
"AGUILAR NORIEGA,LEOCUNDO"
"AGUILAR OCHOA,JOSE ARTURO"
"AGUILAR OLIVOS,NANCY EDITH"
"AGUILAR ORTEGA,CECILIA BEATRIZ"
"AGUILAR ORTEGA,TEODORO"
"AGUILAR ORTIZ,EDGAR ALBERTO"
"AGUILAR OSORIO,JOSE GUILLERMO DE JESUS"
"AGUILAR OVANDO,ELLEN YVETTE"
"AGUILAR PALAZUELOS,ERNESTO"
"AGUILAR PALMA,GUADALUPE NELSON"
"AGUILAR PALOMINO,BERNABE"
"AGUILAR PARIENTE,MARIA DEL ROSARIO"
"AGUILAR PERERA,JACINTO ALFONSO"
"AGUILAR PEREZ,ARTURO"
"AGUILAR PEREZ,CARLOS FERNANDO"
"AGUILAR PEREZ,DAVID ALEJANDRO"
"AGUILAR PEREZ,EMMALY"
"AGUILAR PEREZ,ESMERALDA"
"AGUILAR PEREZ,FERNANDO JAVIER"
"AGUILAR PEREZ,JAVIER"
"AGUILAR PEREZ,LUIS ALFONSO"
"AGUILAR PEREZ,LUIS ANTONIO"
"AGUILAR PEREZ,MIRZA"
"AGUILAR PINA,MARCELO"
"AGUILAR PINA,PARIS"
"AGUILAR PINTO,EMMA DEL CARMEN"
"AGUILAR PLIEGO,JULIA"
"AGUILAR PONCE,JOSE LUIS"
"AGUILAR PONCE,RUTH MARIELA"
"AGUILAR QUINONEZ,JOSE ANTONIO"
"AGUILAR RABIELA,ARTURO ELIAS"
"AGUILAR RAMIREZ,MANUEL BENIGNO"
"AGUILAR RAMOS,CAROLINA"
"AGUILAR RASCON,OSCAR CUAUHTEMOC"
"AGUILAR RAYMUNDO,VICTORIA GUADALUPE"
"AGUILAR REYES,BERTHA OLIVA"
"AGUILAR REYES,ENA ATHENEA"
"AGUILAR RICO,ZAIRA GUADALUPE"
"AGUILAR RINCON,VICTOR HEBER"
"AGUILAR RIOS,GUADALUPE GABRIEL"
"AGUILAR RIVERA,JOSE ANTONIO"
"AGUILAR RIVERA,NOE"
"AGUILAR RIVERO,MARIFLOR"
"AGUILAR RIVEROLL,ANGEL MARTIN"
"AGUILAR ROBLEDO,MIGUEL"
"AGUILAR ROBLERO,RAUL ANTONIO"
"AGUILAR ROCHA,IRVING SAMADHI"
"AGUILAR RODEA,PAMELA"
"AGUILAR RODRIGUEZ,ADRIANA"
"AGUILAR RODRIGUEZ,CRUZ ERNESTO"
"AGUILAR RODRIGUEZ,ENRIQUE"
"AGUILAR RODRIGUEZ,ERNESTO"
"AGUILAR RODRIGUEZ,JUAN ANTONIO"
"AGUILAR RODRIGUEZ,PEDRO ADRIAN"
"AGUILAR RODRIGUEZ,SANDRA"
"AGUILAR RODRIGUEZ,SILVIA"
"AGUILAR ROJAS,ARTURO"
"AGUILAR ROMERO,FRANCISCO"
"AGUILAR ROMERO,RAFAEL"
"AGUILAR ROS,MA. ALEJANDRA"
"AGUILAR ROSAS,LUIS ERNESTO"
"AGUILAR RUIZ,SERGIO ROBERTO"
"AGUILAR SAHAGUN,GUILLERMO"
"AGUILAR SALINAS,CARLOS ALBERTO"
"AGUILAR SALINAS,WENDOLYN ELIZABETH"
"AGUILAR SALMERON,GUADALUPE DE LA CRUZ"
"AGUILAR SANCHEZ,GENARO"
"AGUILAR SANCHEZ,JOSE ANTONIO"
"AGUILAR SANCHEZ,MARTIN GERARDO"
"AGUILAR SANCHEZ,MIRIAM"
"AGUILAR SANCHEZ,OMAR"
"AGUILAR SANCHEZ,ROCIO"
"AGUILAR SANTAMARIA,LUCIA LOURDES"
"AGUILAR SANTELISES,ANDRES"
"AGUILAR SANTELISES,MIGUEL"
"AGUILAR SANTILLAN,JOAQUIN"
"AGUILAR SETIEN,JOSE ALVARO"
"AGUILAR SIERRA,HIPOLITO"
"AGUILAR SOTO,CESAR R"
"AGUILAR SOTO,CESAR RAMON"
"AGUILAR SOTO,OSCAR ALFONSO"
"AGUILAR TAMAYO,FEDERICO"
"AGUILAR TAMAYO,MANUEL FRANCISCO"
"AGUILAR TAPIA,ANTONIO"
"AGUILAR TIPACAMU,GABRIELA"
"AGUILAR TLATELPA,MARTIN"
"AGUILAR TOALA,JOSE ELEAZAR"
"AGUILAR TORRENTERA,JORGE"
"AGUILAR TORRENTERA,MA. DEL CARMEN"
"AGUILAR TORRES,GUALBERTO"
"AGUILAR TREJO,CARLOS MARTIN"
"AGUILAR TRUJILLO,ANA CONCEPCION"
"AGUILAR UCAN,CLAUDIA ALEJANDRA"
"AGUILAR URQUIZO,EDGAR"
"AGUILAR USCANGA,BLANCA ROSA"
"AGUILAR USCANGA,MARIA GUADALUPE"
"AGUILAR VALDES,ALFREDO"
"AGUILAR VALDEZ,J FELIX"
"AGUILAR VALDEZ,JOSE FELIX"
"AGUILAR VALDEZ,NANCY ALEJANDRA"
"AGUILAR VALLES,ARGEL"
"AGUILAR VAZQUEZ,GUADALUPE"
"AGUILAR VEGA,MANUEL DE JESUS"
"AGUILAR VELAZQUEZ,DANIEL"
"AGUILAR VELAZQUEZ,JOEL ALBERTO"
"AGUILAR VELAZQUEZ,JOSE ALONSO"
"AGUILAR VELOZ,LAURA MARYORIS"
"AGUILAR VERA,RAUL ANTONIO"
"AGUILAR VILLALOBOS,EDUARDO JAVIER"
"AGUILAR VILLANUEVA,LUIS FERNANDO"
"AGUILAR VILLEGAS,JUAN CARLOS"
"AGUILAR VIQUEZ,FIDENCIO"
"AGUILAR VIRGEN,QUETZALLI"
"AGUILAR YAEZ,JOSE MANUEL"
"AGUILAR YANEZ,JOSE MANUEL"
"AGUILAR YE,ARTURO"
"AGUILAR ZARATE,MAYRA"
"AGUILAR ZARATE,PEDRO"
"AGUILAR ZAVALA,HERLINDA"
"AGUILAR ZAVOZNIK,ALEJANDRO"
"AGUILAR ZEPEDA,RODRIGO"
"AGUILAR,CESAR ANTONIO"
"AGUILAR,PABLO OCTAVIO"
"AGUILASOCHO MONTOYA,DORA"
"AGUILERA ABURTO,NELLY HAYDEE"
"AGUILERA AGUIRRE,LEOPOLDO"
"AGUILERA AGUIRRE,SELENE"
"AGUILERA ALVARADO,ALBERTO FLORENTINO"
"AGUILERA ARREOLA,MA. GUADALUPE"
"AGUILERA BARREIRO,MARIA DE LOS ANGELES"
"AGUILERA BARREIRO,MARIA DE LOS ANGELES TERESA"
"AGUILERA CAMACHO,LUIS DANIEL"
"AGUILERA CARBO,ANTONIO FRANCISCO"
"AGUILERA CAUICH,ERICK ALBERTO"
"AGUILERA CERVANTES,VIRGINIA GABRIELA"
"AGUILERA CORTES,LUZ ANTONIO"
"AGUILERA DE LIRA,LUIS UBALDO"
"AGUILERA DEL TORO,RODRIGO HUMBERTO"
"AGUILERA DURAN,GIOVANNY"
"AGUILERA DURAN,JESUS"
"AGUILERA ENRIQUEZ,LUIS"
"AGUILERA FERNANDEZ,ALBANY"
"AGUILERA FRANCO,NOEMI"
"AGUILERA GALAVIZ,LUIS ALEJANDRO"
"AGUILERA GARCIA,EDGAR RAMON"
"AGUILERA GARCIA,MA. DEL CARMEN"
"AGUILERA GARCIA,MARIA DEL CARMEN"
"AGUILERA GOMEZ,EDUARDO"
"AGUILERA GOMEZ,LUIS JORGE"
"AGUILERA GONZALEZ,CARLOS JAVIER"
"AGUILERA GONZALEZ,ELSA NADIA"
"AGUILERA GRANJA,JUAN FAUSTINO"
"AGUILERA HERNANDEZ,MARTHA ISABEL"
"AGUILERA HERNANDEZ,PENELOPE"
"AGUILERA HINTELHOLHER,RINA MARISSA"
"AGUILERA IZAGUIRRE,GUSTAVO"
"AGUILERA LARA,JAHZEEL"
"AGUILERA MANDUJANO,ARTURO"
"AGUILERA MENDEZ,ASDRUBAL"
"AGUILERA MILLER,EDUARDO FELIPE"
"AGUILERA MIRANDA,MARIA ELENA"
"AGUILERA MOLINA,NESTOR ALBERTO"
"AGUILERA MORALES,MARTHA ELENA"
"AGUILERA NAVARRETE,ISRAEL"
"AGUILERA ONTIVEROS,ANTONIO"
"AGUILERA PANTOJA,ANAHI"
"AGUILERA PORTALES,RAFAEL ENRIQUE"
"AGUILERA PORTILLO,GABRIELA"
"AGUILERA RAMIREZ,LARIZA ELVIRA"
"AGUILERA REYES,ELI FRANCISCO"
"AGUILERA REYES,ULISES"
"AGUILERA RIVERA,DIANA"
"AGUILERA SOSA,VICTOR RICARDO"
"AGUILERA SOTO,JAIRO IVAN"
"AGUILERA VAZQUEZ,LUCIANO"
"AGUILERA VELASCO,MARIA DE LOS ANGELES"
"AGUILERA VIEYRA,ANA SILVIA"
"AGUILETA ESTRADA,ELIZABETH GABRIELA"
"AGUILETA ESTRADA,MIGUEL ANGEL"
"AGUILETA GUEMEZ,ANTONIO ARMANDO"
"AGUILLON BARRERA,CESAR ALBERTO"
"AGUILLON GUTIERREZ,DAVID RAMIRO"
"AGUILLON LEON,ISMAEL"
"AGUILLON MARTINEZ,JAVIER EDUARDO"
"AGUILLON ROBLES,ALFREDO"
"AGUILLON SOLIS,CRISTINA"
"AGUILUZ IBARGEN,MAYA VICTORIA"
"AGUILUZ IBARGUEN,MAYA VICTORIA"
"AGUILUZ LEON,JESUS"
"AGUINAGA CRUZ,JAZMIN ASUSENA"
"AGUINAGA MALDONADO,EDUARDO ENRIQUE"
"AGUINAGA RIOS,MONICA"
"AGUINIGA GARCIA,SERGIO"
"AGUINIGA SANCHEZ,ITZEN"
"AGUIRRE AGUILAR,GENARO"
"AGUIRRE AGUIRRE,DANIEL"
"AGUIRRE ALONSO,RUBEN ONOFRE"
"AGUIRRE ALVARADO,CHARMINA"
"AGUIRRE ALVAREZ,GABRIEL"
"AGUIRRE ANAYA,ELEAZAR"
"AGUIRRE ANAYA,JOSE ALBERTO"
"AGUIRRE ANAYA,JOSE ALEJANDRO"
"AGUIRRE ANAYA,MARIA DEL CARMEN"
"AGUIRRE ANDRADE,ANTONIO"
"AGUIRRE ARRIAGA,ADAN"
"AGUIRRE ARZOLA,VICTOR EUSTORGIO"
"AGUIRRE AVALOS,GUADALUPE"
"AGUIRRE BAHENA,FERNANDO"
"AGUIRRE BANUELOS,PATRICIA"
"AGUIRRE BARRERA,DULCE ISABEL"
"AGUIRRE BAUELOS,PATRICIA"
"AGUIRRE BECERRA,HUMBERTO"
"AGUIRRE BONILLA,OLIVIA"
"AGUIRRE CADENA,JUAN FRANCISCO"
"AGUIRRE CALDERON,CARLOS ENRIQUE"
"AGUIRRE CALDERON,OSCAR ALBERTO"
"AGUIRRE CALLEJA,ANA CRISTINA"
"AGUIRRE CASTILLO,LUIS"
"AGUIRRE CERVANTES,JOSE LUIS"
"AGUIRRE CHAGALA,YANET ELISED"
"AGUIRRE CHAVEZ,JUAN FRANCISCO"
"AGUIRRE CHOIX,RICARDO"
"AGUIRRE CRESPO,FRANCISCO JAVIER"
"AGUIRRE CRISTIANI,MARIA GABRIELA"
"AGUIRRE CRUZ,ANDRES"
"AGUIRRE CRUZ,MARIA LUCINDA"
"AGUIRRE DE LA LUZ,NAZYHELI"
"AGUIRRE DIAZ,GERARDO DE JESUS"
"AGUIRRE DIAZ,SARA ALEJANDRA"
"AGUIRRE DUGUA,XITLALI"
"AGUIRRE ESCARCEGA,FAUSTO ENRIQUE"
"AGUIRRE FLORES,VIRGINIO"
"AGUIRRE GAMBOA,PATRICIA DEL CARMEN"
"AGUIRRE GAMBOA,RAUL ALEJANDRO"
"AGUIRRE GANDARA,MANUEL"
"AGUIRRE GARCIA,MARIA MAGDALENA"
"AGUIRRE GARRIDO,JOSE FELIX"
"AGUIRRE GIL,MARTHA GISELA"
"AGUIRRE GOMEZ,ARTURO"
"AGUIRRE GOMEZ,JOSE ALFONSO"
"AGUIRRE GOMEZ,RAUL"
"AGUIRRE GONZALEZ,JORGE"
"AGUIRRE GUERRERO,DANIELA"
"AGUIRRE GUITRON,LIZET"
"AGUIRRE GUTIERREZ,CARLOS ALBERTO"
"AGUIRRE GUTIERREZ,JESUS"
"AGUIRRE GUZMAN,GABRIEL"
"AGUIRRE HERNANDEZ,BALTAZAR"
"AGUIRRE HERNANDEZ,EVA"
"AGUIRRE HERNANDEZ,GERARDO"
"AGUIRRE HERNANDEZ,JESUS"
"AGUIRRE HERNANDEZ,JORGE MANUEL"
"AGUIRRE HERNANDEZ,REBECA"
"AGUIRRE HIDALGO,VICTOR"
"AGUIRRE HOLGUIN,VALERIA"
"AGUIRRE JAIMES,ARMANDO"
"AGUIRRE JOYA,JORGE ALEJANDRO"
"AGUIRRE LAM,MARCO ANTONIO"
"AGUIRRE LIGUORI,JONAS ANDRES"
"AGUIRRE LINARES,JESUS"
"AGUIRRE LOPEZ,ARTURO"
"AGUIRRE LOPEZ,EVA CONCEPCION"
"AGUIRRE LOPEZ,JUAN MANUEL"
"AGUIRRE LOPEZ,MARIO ALBERTO"
"AGUIRRE LORA,GEORGINA MARIA ESTHER"
"AGUIRRE LOREDO,ROCIO YANELI"
"AGUIRRE MACEDO,MA. LEOPOLDINA"
"AGUIRRE MANCILLA,CESAR LEOBARDO"
"AGUIRRE MANDUJANO,ELEAZAR"
"AGUIRRE MARTINEZ,ALEJANDRO F."
"AGUIRRE MARTINEZ,ALEJANDRO FRANCISCO"
"AGUIRRE MEDINA,JUAN FRANCISCO"
"AGUIRRE MILLING,HOMERO"
"AGUIRRE MORENO,ARTURO"
"AGUIRRE MORENO,JUDITH"
"AGUIRRE NOYOLA,JOSE LUIS"
"AGUIRRE OCHOA,JERJES IZCOATL"
"AGUIRRE OLIVAS,DILIA"
"AGUIRRE PEREZ,DALIA MARIA"
"AGUIRRE PLANTER,ERIKA"
"AGUIRRE RAMIREZ,EDWIN"
"AGUIRRE RAMIREZ,HECTOR GABINO"
"AGUIRRE RAMIREZ,MARISELA"
"AGUIRRE RAMOS,HUGO"
"AGUIRRE RIVERA,JUAN ROGELIO"
"AGUIRRE RODRIGUEZ,LINA MARIA"
"AGUIRRE ROJAS,CARLOS ANTONIO"
"AGUIRRE ROMANO,JORGE ENRIQUE"
"AGUIRRE SALA,JORGE FRANCISCO"
"AGUIRRE SALADO,ALEJANDRO IVAN"
"AGUIRRE SALADO,CARLOS ARTURO"
"AGUIRRE SALAS,LUIS ISIDRO"
"AGUIRRE SALVADOR,RODOLFO"
"AGUIRRE SAMUDIO,ANA JULIA"
"AGUIRRE SOTELO,VICTOR NESTOR"
"AGUIRRE SOTO,HECTOR ALAN"
"AGUIRRE SUAREZ,OMAR"
"AGUIRRE TORRES,VICTOR MANUEL ARMANDO"
"AGUIRRE TOSTADO,FRANCISCO SERVANDO"
"AGUIRRE URIBE,LUIS ALBERTO"
"AGUIRRE VASQUEZ,SUSANA IVONNE"
"AGUIRRE VEGA,SANDRA BEATRIZ"
"AGUIRRE VELEZ,CARLOS ISRAEL"
"AGUIRRE VIDAL,YOSHAJANDITH"
"AGUIRRE VILLASENOR,HUGO"
"AGUIRRE VILLASEOR,HUGO"
"AGUIRRE VON WOBESER,ENEAS"
"AGUIRRE,MARIANA GEORGINA"
"AGUNDEZ MARQUEZ,ROBERTO"
"AGUNDIS MATA,MARIA CONCEPCION"
"AGUNDIS TINAJERO,GIBRAN DAVID"
"AGUSTIN AQUINO,OCTAVIO ALBERTO"
"AGUSTIN SALAZAR,SARAI"
"AGUSTIN SERRANO,RICARDO"
"AHMADINIAZ,NASER"
"AHMED,AHMED NASSER MAHGOUB"
"AHUACTZIN LARIOS,JUAN MANUEL"
"AHUACTZIN MARTINEZ,CARLOS ENRIQUE"
"AHUACTZIN PEREZ,MIRIAM"
"AHUATZI CHACON,DEIFILIA"
"AHUATZI REYES,JOSE GERARDO"
"AHUETT GARZA,HORACIO"
"AHUJA AGUIRRE,CONCEPCION DEL CARMEN"
"AHUMADA BARAJAS,RAFAEL"
"AHUMADA CERVANTES,RAMIRO"
"AHUMADA CORTEZ,JESICA GUADALUPE"
"AHUMADA COTA,RICARDO ERNESTO"
"AHUMADA LAZO,RUBEN"
"AHUMADA LOBO,IVICO MANUEL"
"AHUMADA SEMPOAL,MIGUEL ANGEL"
"AHUMADA SOLORZANO,SANTIAGA MARISELA"
"AHUMADA TELLO,EDUARDO"
"AHUMADA TOPETE,VICTOR HUGO"
"AHUMADA VALENZUELA,OMAR"
"AIBAR GAETE,JULIO ALBERTO"
"AIBAR,JULIO ALBERTO"
"AIL CATZIM,CARLOS ENRIQUE"
"AIMES HOY,ELIZABETH LORRAINE"
"AINAGA VARGAS,MARIA DEL CARMEN"
"AIRE UNTIVEROS,CARLOS MAXIMO"
"AISPURO HERNANDEZ,EMMANUEL"
"AIZPURU,AITOR"
"AJURIA IBARRA,ENRIQUE"
"AKACHI MIYAZAKI,TATSUO"
"AKCELRAD LERNER DE SCHEINVAR,LEIA"
"AKE CASTILLO,JOSE ANTOLIN"
"AKE HAU,LUIS ALBERTO"
"AKE LOPEZ,JESUS RICARDO"
"AKE TEC,LILIA PATRICIA"
"AKE VILLANUEVA,JESUS RICARDO"
"AKERBERG AFZELIUS,E. MARIANNE CECILIA"
"AKERBERG AFZELIUS,ELLEN MARIANNE"
"AKERBERG AFZELIUS,ELLEN MARIANNE CECILIA"
"AKHMADEEVA,IOULIA"
"AL JANABI,MAZIN ABOOD MUHAMMAD"
"AL-ASHAAB,AHMED HABBAS SABRI"
"AL-RIFAI,HAMMAM MOHAMAD"
"ALACIO GARCIA,ROSA YNES"
"ALAEZ VERSON,CARMEN"
"ALAGON CANO,ALEJANDRO"
"ALAMILLA BELTRAN,LILIANA"
"ALAMILLA DANIEL,MA. DE LOS ANGELES"
"ALAMILLA GARCIA,MARIA ASUNCION"
"ALAMILLA GONZALEZ,JAVIER FRANCISCO"
"ALAMILLA LOPEZ,JORGE LUIS"
"ALAMO MARTINEZ,KARLA ADRIANA"
"ALANIS ANAYA,ROCIO MARISOL"
"ALANIS BANUELOS,RUTH ELIZABETH"
"ALANIS ENCISO,FERNANDO SAUL"
"ALANIS FUNES,GERARDO JAVIER"
"ALANIS GALLARDO,VALERIA MARIA"
"ALANIS GARCIA,ALMA YOLANDA"
"ALANIS GARCIA,ERNESTO"
"ALANIS GARZA,ARNULFO"
"ALANIS GARZA,BLANCA ALICIA"
"ALANIS GOMEZ,JOSE RAFAEL"
"ALANIS GONZALEZ,MACEDONIO"
"ALANIS GUZMAN,MA. GUADALUPE DE JESUS"
"ALANIS GUZMAN,MARIA GUADALUPE DE JESUS"
"ALANIS HERRERA,MARIA MAGDALENA"
"ALANIS JIMENEZ,JOSE FRANCISCO"
"ALANIS LOPEZ,LILIA"
"ALANIS LOPEZ,PATRICIA"
"ALANIS MENDEZ,JOSE LUIS"
"ALANIS MORALES,JOSE"
"ALANIS NAVARRO,JOSE ANDRES"
"ALANIS PEREZ,JAVIER"
"ALANIS PEREZ,MARIA ELVIA EDITH"
"ALANIS RODRIGUEZ,EDUARDO"
"ALANIS RUFINO,CELIA MERCEDES"
"ALANIZ ALVAREZ,SUSANA ALICIA"
"ALANIZ GUTIERREZ,LUIS"
"ALANIZ HERNANDEZ,CLAUDIA"
"ALANIZ LUMBRERAS,PEDRO DANIEL"
"ALARCON ACOSTA,RAFAEL GUADALUPE"
"ALARCON AGUILAR,ADRIANA"
"ALARCON AGUILAR,FRANCISCO JAVIER"
"ALARCON ANGELES,GEORGINA"
"ALARCON AQUINO,VICENTE"
"ALARCON CANTU,EDUARDO"
"ALARCON FLORES,GILBERTO"
"ALARCON GALVAN,GABRIELA"
"ALARCON GUTIERREZ,ENRIQUE"
"ALARCON HERNANDEZ,FIDEL BENJAMIN"
"ALARCON HERRERA,MARIA TERESA"
"ALARCON LUNA,NOHEMI SELENE"
"ALARCON MARTINEZ,TERESA EFIGENIA"
"ALARCON MEDINA,RAFAEL"
"ALARCON MENCHACA,LAURA"
"ALARCON MEZA,EDGAR ISMAEL"
"ALARCON MILLAN,JUDIT"
"ALARCON MONTIEL,ESMERALDA"
"ALARCON NEVE,LUISA JOSEFINA"
"ALARCON OLGUIN,VICTOR MANUEL"
"ALARCON OPAZO,HUGO RAUL"
"ALARCON ORTEGA,LUCY CORAL"
"ALARCON OSEGUERA,FRANCISCO"
"ALARCON OSUNA,MOISES ALEJANDRO"
"ALARCON PAREDES,ANTONIO"
"ALARCON PEREZ,LILIA MERCEDES"
"ALARCON RODRIGUEZ,NORMA MARINA"
"ALARCON ROJO,ALMA DELIA"
"ALARCON ROMERO,LUZ DEL CARMEN"
"ALARCON RUIZ,ERIKA"
"ALARCON SANCHEZ,SILVIA GUADALUPE"
"ALARCON SEGOVIA,DONATO"
"ALARCON WAESS,OLEGARIO"
"ALARCON ZUNIGA,BALDOMERO"
"ALARCON,ALEJANDRO"
"ALARID ESCUDERO,FERNANDO"
"ALARID GARCIA,CRISTIAN"
"ALAS GUARDADO,SALOMON DE JESUS"
"ALATORRE CARRANZA,MARIA DEL PILAR"
"ALATORRE CEJUDO,LUIS CARLOS"
"ALATORRE CHAVEZ,ANTONIO"
"ALATORRE COBOS,FULGENCIO"
"ALATORRE CRUZ,GRACIELA CATALINA"
"ALATORRE CRUZ,JULIA MARIA"
"ALATORRE FRENK,GERARDO"
"ALATORRE FRENK,SILVIA"
"ALATORRE IBARGUENGOITIA,MIGUEL ANGEL"
"ALATORRE JACOME,OSCAR"
"ALATORRE JIMENEZ,MOISES ALEJANDRO"
"ALATORRE MEDA,MANUEL"
"ALATORRE ORDAZ,MARTIN ALEJANDRO"
"ALATORRE PEREZ,ALBERTO"
"ALATORRE ROJO,ELBA PATRICIA"
"ALATORRE ROSAS,RAQUEL"
"ALATORRE SANTAMARIA,SERGIO ANDRES"
"ALATRISTE BUENO,VICTORINO GILBERTO SERAFIN"
"ALATRISTE CONTRERAS,MARTHA GABRIELA"
"ALATRISTE MARTINEZ,YADIRA"
"ALATRISTE MONDRAGON,FELIPE"
"ALAVEZ ESPIDIO,SILVESTRE DE JESUS"
"ALAVEZ RAMIREZ,ALEJANDRO"
"ALAVEZ RAMIREZ,JUSTINO"
"ALAVEZ RAMIREZ,RAFAEL"
"ALAVEZ ROSAS,DAVID"
"ALAYON GAMBOA,JOSE ARMANDO"
"ALAZKI,HUSSAIN"
"ALBA ALDAVE,MARIA CRISTINA"
"ALBA ANDRADE,FERNANDO"
"ALBA BAENA,NOE GAUDENCIO"
"ALBA BETANCOURT,ANA GEORGINA"
"ALBA BETANCOURT,CLARA"
"ALBA CADENA,FRANCISCO ALFONSO"
"ALBA FIERRO,CARLOS ANTONIO"
"ALBA GARIBAY,MARCO ANTONIO"
"ALBA HERNANDEZ,FRANCISCO"
"ALBA HURTADO,FERNANDO"
"ALBA JIMENEZ,JIMENA ESTHER"
"ALBA LEONEL,ADELA"
"ALBA LOIS,LUISA ALVARINA"
"ALBA MERAZ,ALEJANDRO ROBERTO"
"ALBA ROJAS,ERIKA LIZBETH"
"ALBA ROSALES,JORGE ENRIQUE"
"ALBA VEGA,CARLOS JOSE"
"ALBA VILLALOBOS,ANA MARIA"
"ALBA VILLALOBOS,CECILIA"
"ALBAEZ LUCERO,MIRTHA ORALIA"
"ALBANEZ LUCERO,MIRTHA ORALIA"
"ALBARADO IBANEZ,ALONDRA"
"ALBARRAN AMPUDIA,MARIA CLAUDIA PATRICIA"
"ALBARRAN GOMEZ,JOSE LUIS"
"ALBARRAN JUAREZ,JULIAN ALBERTO"
"ALBARRAN LOPEZ,BALDOMERO"
"ALBARRAN MACIAS,DULCE"
"ALBARRAN MENA,LEON"
"ALBARRAN PORTILLO,BENITO"
"ALBARRAN SAMANIEGO,ARTURO"
"ALBARRAN SANCHEZ,ALEJANDRA"
"ALBARRAN SANCHEZ,MARIA GUADALUPE"
"ALBARRAN TAMAYO,FROYLAN ISRAEL"
"ALBAVERA HERNANDEZ,CIDRONIO"
"ALBERRO ARAMBURU,JESUS"
