numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
10029508,"Method for shaping synthetic paper, holding strip formed by such a method, and sheet holding device",2018-07-24,1,"Diaz Lopez,Mabel Guadalupe",Mabel Guadalupe Diaz Lopez,"Nicolás Romero, MX",2018-2018,2018,2018
10029508,"Method for shaping synthetic paper, holding strip formed by such a method, and sheet holding device",2018-07-24,1,"Diaz Lopez,Eduardo",Eduardo Diaz Lopez,"Nicolás Romero, MX",2018-2018,2018,2018
10029508,"Method for shaping synthetic paper, holding strip formed by such a method, and sheet holding device",2018-07-24,1,"Vargas Cervantes,Jose Daniel",Jose Daniel Vargas Cervantes,"Nicolás Romero, MX",2018-2018,2018,2018
10029546,Electric soft cap for pickup truck bed,2018-07-24,1,"Acosta Loyola,Mauricio",Mauricio Acosta Loyola,"Mexico City, MX",2018-2018,2018,2018
10029618,Removable and expandable storage unit for a motor vehicle,2018-07-24,12,"Aguilar Ruelas,Eduardo Arturo",Eduardo Arturo Aguilar Ruelas,"Mexico City, MX",2018-2021,2018,2021
10029618,Removable and expandable storage unit for a motor vehicle,2018-07-24,5,"Mendoza Saldivar,Hector Alberto",Hector Alberto Mendoza Saldivar,"Cuautitlán Izcalli, MX",2018-2021,2018,2021
10029618,Removable and expandable storage unit for a motor vehicle,2018-07-24,1,"Perez Astudillo,Miriam Quilahztli",Miriam Quilahztli Perez Astudillo,"Cuautitlán Izcalli, MX",2018-2018,2018,2018
10029618,Removable and expandable storage unit for a motor vehicle,2018-07-24,1,"Bautista,Mario Daniel",Mario Daniel Bautista,"Mexico City, MX",2018-2018,2018,2018
10029625,"Bracket support structures for vehicle trim panels, and methods of using the same",2018-07-24,2,"Mejia Perez,Gustavo",Gustavo Mejia Perez,"Matamoros, MX",2018-2018,2018,2018
10029625,"Bracket support structures for vehicle trim panels, and methods of using the same",2018-07-24,1,"Munera Medina,Juan Sebastian",Juan Sebastian Munera Medina,"Toluca, MX",2018-2018,2018,2018
10029634,Vehicle bumper assembly,2018-07-24,2,"Diaz,Pedro A",Pedro A Diaz,"Estado de México, MX",2016-2018,2016,2018
10029679,Controlling skidding vehicles,2018-07-24,1,"Nava,Ivan",Ivan Nava,"Metepec, MX",2018-2018,2018,2018
10029792,Personal electronic device mounting assemblies,2018-07-24,13,"Valdes,Armando",Armando Valdes,"Krum, US",2002-2020,2002,2020
10029792,Personal electronic device mounting assemblies,2018-07-24,2,"Heredia,Homero",Homero Heredia,"Chihuahua, MX",2015-2018,2015,2018
10029792,Personal electronic device mounting assemblies,2018-07-24,7,"Reyes,Raul G",Raul G Reyes,"El Paso, US",2017-2022,2017,2022
10029792,Personal electronic device mounting assemblies,2018-07-24,3,"Wolfe,Garrett",Garrett Wolfe,"Lewisville, US",2017-2024,2017,2024
10030132,Ethylene copolymer-modified plastisol,2018-07-24,2,"Reynoso Gomez,Sara Luisa",Sara Luisa Reynoso Gomez,"Mexico City, MX",2009-2018,2009,2018
10030132,Ethylene copolymer-modified plastisol,2018-07-24,9,"Griffin,Elizabeth R",Elizabeth R Griffin,"Newark, US",1992-2020,1992,2020
10030202,Mesoporous composite of molecular sieves for hydrocracking of heavy crude oils and residues,2018-07-24,13,"Ancheyta Juarez,Jorge",Jorge Ancheyta Juarez,"Mexico City, MX",2010-2020,2010,2020
10030202,Mesoporous composite of molecular sieves for hydrocracking of heavy crude oils and residues,2018-07-24,4,"Ramirez Solis,Jorge Fernando",Jorge Fernando Ramirez Solis,"Mexico City, MX",2011-2021,2011,2021
10030202,Mesoporous composite of molecular sieves for hydrocracking of heavy crude oils and residues,2018-07-24,5,"Rayo Mayoral,Patricia",Patricia Rayo Mayoral,"Mexico City, MX",2011-2018,2011,2018
10030202,Mesoporous composite of molecular sieves for hydrocracking of heavy crude oils and residues,2018-07-24,6,"Centeno Nolasco,Guillermo",Guillermo Centeno Nolasco,"Mexico City, MX",2010-2018,2010,2018
10030202,Mesoporous composite of molecular sieves for hydrocracking of heavy crude oils and residues,2018-07-24,6,"Marroquin Sanchez,Gustavo Jesus",Gustavo Jesus Marroquin Sanchez,"Mexico City, MX",2010-2018,2010,2018
10030210,Dry lubricant for conveying containers,2018-07-24,27,"Grab,Lawrence A",Lawrence A Grab,"Woodbury, US",1994-2020,1994,2020
10030210,Dry lubricant for conveying containers,2018-07-24,60,"Morrison,Eric D",Eric D Morrison,"West St. Paul, US",1993-2023,1993,2023
10030210,Dry lubricant for conveying containers,2018-07-24,1,"Weiu,Guang Jong Jason",Guang Jong Jason Weiu,"Mendota Heights, US",2018-2018,2018,2018
10030210,Dry lubricant for conveying containers,2018-07-24,13,"Valencia Sil,Arturo S",Arturo S Valencia Sil,"Naucalpan, MX",2010-2020,2010,2020
10030210,Dry lubricant for conveying containers,2018-07-24,24,"Halsrud,David A",David A Halsrud,"Minneapolis, US",1992-2020,1992,2020
10030210,Dry lubricant for conveying containers,2018-07-24,13,"Dibenedetto,Hector R",Hector R Dibenedetto,"Pilar, AR",2010-2020,2010,2020
10030210,Dry lubricant for conveying containers,2018-07-24,27,"Schmidt,Bruce E",Bruce E Schmidt,"Apple Valley, US",1977-2020,1977,2020
10030590,Method and apparatus for reprogramming a vehicle component,2018-07-24,1,"Hagedorn Maillard,Jurgen Christian",Jurgen Christian Hagedorn Maillard,"Guadalajara, MX",2018-2018,2018,2018
10030590,Method and apparatus for reprogramming a vehicle component,2018-07-24,2,"Togo Peraza,Luis Roberto",Luis Roberto Togo Peraza,"Zapopan, MX",2017-2018,2017,2018
10030590,Method and apparatus for reprogramming a vehicle component,2018-07-24,1,"Navarro Hurtado,Alberto",Alberto Navarro Hurtado,"Zapopan, MX",2018-2018,2018,2018
10030590,Method and apparatus for reprogramming a vehicle component,2018-07-24,2,"Morales Rodriguez,Irving",Irving Morales Rodriguez,"Guadalajara, MX",2018-2020,2018,2020
10030590,Method and apparatus for reprogramming a vehicle component,2018-07-24,1,"Benitez Sosa,Jorge",Jorge Benitez Sosa,"Zapopan, MX",2018-2018,2018,2018
10031785,Predictive computing resource allocation for distributed environments,2018-07-24,55,"Harrington,Shaun E",Shaun E Harrington,"Sahuarita, US",2016-2023,2016,2023
10031785,Predictive computing resource allocation for distributed environments,2018-07-24,4,"Gonzalez,Emmanuel B",Emmanuel B Gonzalez,"Guadalajara, MX",2018-2021,2018,2021
10031785,Predictive computing resource allocation for distributed environments,2018-07-24,58,"Moore,Christopher B",Christopher B Moore,"Vail, US",2008-2023,2008,2023
10031785,Predictive computing resource allocation for distributed environments,2018-07-24,59,"McGregor,Harry R",Harry R McGregor,"Tucson, US",2016-2023,2016,2023
10033121,"Fastener, shield, and corresponding systems and methods",2018-07-24,14,"Aguirre,Sergio",Sergio Aguirre,"Ejido Primero de Mayo, MX",1992-2019,1992,2019
10033121,"Fastener, shield, and corresponding systems and methods",2018-07-24,7,"Vera,Julio Cesar Ayala",Julio Cesar Ayala Vera,"Apodaca, MX",2017-2023,2017,2023
10033121,"Fastener, shield, and corresponding systems and methods",2018-07-24,9,"Inda,Carlos Gonzalez",Carlos Gonzalez Inda,"Guadalupe, MX",2016-2023,2016,2023
10034659,Urine collection device for dependent patients,2018-07-31,1,"Torres Flores,Adriana",Adriana Torres Flores,"El Control, MX",2018-2018,2018,2018
10034659,Urine collection device for dependent patients,2018-07-31,1,"De Hoyos Reyes,Alicia",Alicia De Hoyos Reyes,"El Control, MX",2018-2018,2018,2018
10034659,Urine collection device for dependent patients,2018-07-31,1,"Siller Gonzalez,Andrea",Andrea Siller Gonzalez,"El Control, MX",2018-2018,2018,2018
10034659,Urine collection device for dependent patients,2018-07-31,3,"Galaz Mendez,Ramses",Ramses Galaz Mendez,"Sonora, MX",2016-2019,2016,2019
10035466,"Apparatus with integral clip for tags, tickets and the like",2018-07-31,1,"Araujo Padilla,Marco Antonio",Marco Antonio Araujo Padilla,"Villa de Cos, MX",2018-2018,2018,2018
10035466,"Apparatus with integral clip for tags, tickets and the like",2018-07-31,1,"Martinez Ilescas,Antonio",Antonio Martinez Ilescas,"San Mateo Atenco, MX",2018-2018,2018,2018
10035466,"Apparatus with integral clip for tags, tickets and the like",2018-07-31,5,"Ronquillo Melendez,Francisco",Francisco Ronquillo Melendez,"Puebla, MX",2017-2019,2017,2019
10035466,"Apparatus with integral clip for tags, tickets and the like",2018-07-31,4,"Granell Peniche,Enrique",Enrique Granell Peniche,"Santiago Yancuitlalpan, MX",2017-2019,2017,2019
10035487,Side airbag including forward facing vent,2018-07-31,91,"Deng,Zhibing",Zhibing Deng,"Northville, US",2007-2024,2007,2024
10035487,Side airbag including forward facing vent,2018-07-31,1,"Molina Bernal,Alberto",Alberto Molina Bernal,"Villa Guerrero, MX",2018-2018,2018,2018
10035487,Side airbag including forward facing vent,2018-07-31,78,"Patel,Deepak",Deepak Patel,"Canton, US",2007-2024,2007,2024
10035487,Side airbag including forward facing vent,2018-07-31,17,"Erasala,Shekar Prabhakar",Shekar Prabhakar Erasala,"Northville, US",2009-2024,2009,2024
10035599,Seat support system,2018-07-31,2,"Madrigal Carmona,Jose Ramon",Jose Ramon Madrigal Carmona,"Izamal, MX",2018-2021,2018,2021
10035599,Seat support system,2018-07-31,10,"Ruiz Lara,Oscar",Oscar Ruiz Lara,"Izamal, MX",2018-2024,2018,2024
10035599,Seat support system,2018-07-31,3,"Luevano Gonzalez,Patricia",Patricia Luevano Gonzalez,"Izamal, MX",2018-2021,2018,2021
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,10,"Beltran Conde,Hiram Isaac",Hiram Isaac Beltran Conde,"Mexico City, MX",2013-2019,2013,2019
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,23,"Zamudio Rivera,Luis Silvestre",Luis Silvestre Zamudio Rivera,"Mexico City, MX",2013-2022,2013,2022
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,6,"Dominguez Aguilar,Marco Antonio",Marco Antonio Dominguez Aguilar,"Mexico City, MX",2015-2024,2015,2024
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,7,"Estrada Buendia,Aristeo",Aristeo Estrada Buendia,"Mexico City, MX",2014-2019,2014,2019
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,3,"Martinez Viramontes,Jaquelin",Jaquelin Martinez Viramontes,"Mexico City, MX",2018-2019,2018,2019
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,18,"Mena Cervantes,Violeta Yasmin",Violeta Yasmin Mena Cervantes,"Mexico City, MX",2013-2021,2013,2021
10035757,"Amino and imino propionic acids, process of preparation and use",2018-07-31,23,"Hernandez Altamirano,Raul",Raul Hernandez Altamirano,"Mexico City, MX",2013-2022,2013,2022
10036865,Parking door assemblies for use with fiber distribution hubs and methods of installing parking door assemblies,2018-07-31,2,"Martinez,Cynthia Cantu",Cynthia Cantu Martinez,"Fort Worth, US",2018-2020,2018,2020
10036865,Parking door assemblies for use with fiber distribution hubs and methods of installing parking door assemblies,2018-07-31,39,"Giraud,William Julius McPhil",William Julius McPhil Giraud,"Azle, US",2005-2024,2005,2024
10036865,Parking door assemblies for use with fiber distribution hubs and methods of installing parking door assemblies,2018-07-31,1,"Franco Romo,Giovanna Monserrat",Giovanna Monserrat Franco Romo,"Reynosa, MX",2018-2018,2018,2018
10039246,Machine harvestable tomatillo,2018-08-07,1,"Dominguez,Flavio Ramos",Flavio Ramos Dominguez,"Sinaloa, MX",2018-2018,2018,2018
10039246,Machine harvestable tomatillo,2018-08-07,1,"Jacobs,Joseph Patrick",Joseph Patrick Jacobs,"Davis, US",2018-2018,2018,2018
10040215,Blade and blade attachment system for an oscillating tool,2018-08-07,34,"Rubens,Jeremy",Jeremy Rubens,"Palatine, US",2011-2024,2011,2024
10040215,Blade and blade attachment system for an oscillating tool,2018-08-07,1,"Porchas,Fernando",Fernando Porchas,"Mexicali, MX",2018-2018,2018,2018
10040215,Blade and blade attachment system for an oscillating tool,2018-08-07,56,"Moreno,Jaime",Jaime Moreno,"Imperial, US",1984-2019,1984,2019
10040728,Methods and compositions for increasing the bioactivity of nutrients,2018-08-07,10,"Ovokaitys,Todd Frank",Todd Frank Ovokaitys,"Carlsbad, US",2012-2024,2012,2024
10040728,Methods and compositions for increasing the bioactivity of nutrients,2018-08-07,19,"Strachan,John Scott",John Scott Strachan,"Edinburgh, GB",1983-2024,1983,2024
10040728,Methods and compositions for increasing the bioactivity of nutrients,2018-08-07,1,"Segura,Raul Mendez",Raul Mendez Segura,"Huixquilucan de Degollado, MX",2018-2018,2018,2018
10041373,Gas turbine water wash methods and systems,2018-08-07,3,"Vela,Veronica Elizabeth",Veronica Elizabeth Vela,"Querétaro, MX",2017-2021,2017,2021
10041373,Gas turbine water wash methods and systems,2018-08-07,2,"Villarreal,Salvador",Salvador Villarreal,"Querétaro, MX",1984-2018,1984,2018
10041373,Gas turbine water wash methods and systems,2018-08-07,1,"Lopez,Yeremi Adair",Yeremi Adair Lopez,"Querétaro, MX",2018-2018,2018,2018
10041373,Gas turbine water wash methods and systems,2018-08-07,1,"Vilchis,Berenice",Berenice Vilchis,"Tolimán, MX",2018-2018,2018,2018
10042964,Method of evaluating a part,2018-08-07,11,"Kessie,Andrew Scott",Andrew Scott Kessie,"Springboro, US",1994-2022,1994,2022
10042964,Method of evaluating a part,2018-08-07,2,"Elias,Tomas Eduardo",Tomas Eduardo Elias,"Querétaro, MX",2018-2022,2018,2022
10042964,Method of evaluating a part,2018-08-07,2,"Blomgren,Kyle Dean",Kyle Dean Blomgren,"Mason, US",2018-2022,2018,2022
10042964,Method of evaluating a part,2018-08-07,2,"Maletta,Paul Anthony",Paul Anthony Maletta,"Sharonville, US",2018-2022,2018,2022
10042964,Method of evaluating a part,2018-08-07,3,"Carpenter,John Sherrill",John Sherrill Carpenter,"Monroe, US",2002-2022,2002,2022
10042964,Method of evaluating a part,2018-08-07,2,"Escobar,Oscar Ernesto",Oscar Ernesto Escobar,"Querétaro, MX",2018-2022,2018,2022
10042964,Method of evaluating a part,2018-08-07,4,"Clements,Brian",Brian Clements,"Blue Ash, US",2017-2022,2017,2022
10042964,Method of evaluating a part,2018-08-07,4,"Maggard,Daniel John",Daniel John Maggard,"Norwood, US",2018-2022,2018,2022
10044297,Method and apparatus for controlling an electric motor of a cooling fan,2018-08-07,24,"Sadekar,Varsha",Varsha Sadekar,"Detroit, US",2005-2023,2005,2023
10044297,Method and apparatus for controlling an electric motor of a cooling fan,2018-08-07,2,"Vazquez Flores,Fausto Eleazar",Fausto Eleazar Vazquez Flores,"Irapuato, MX",2018-2019,2018,2019
10044297,Method and apparatus for controlling an electric motor of a cooling fan,2018-08-07,12,"Rychlinski,Mark J",Mark J Rychlinski,"Farmington Hills, US",2008-2019,2008,2019
10044297,Method and apparatus for controlling an electric motor of a cooling fan,2018-08-07,10,"Vyas,Rajeev",Rajeev Vyas,"Rochester Hills, US",2001-2022,2001,2022
10044297,Method and apparatus for controlling an electric motor of a cooling fan,2018-08-07,249,"Namuduri,Chandra S",Chandra S Namuduri,"Troy, US",1993-2024,1993,2024
10045473,Work vehicle suspension hitch,2018-08-14,7,"Garcia,Cesar",Cesar Garcia,"Monterrey, MX",2002-2022,2002,2022
10045475,Roller basket finishing attachment,2018-08-14,9,"Blauwet,Bryan D",Bryan D Blauwet,"Ankeny, US",2012-2020,2012,2020
10045475,Roller basket finishing attachment,2018-08-14,34,"Becker,Shawn J",Shawn J Becker,"Centralia, US",2008-2023,2008,2023
10045475,Roller basket finishing attachment,2018-08-14,4,"Merkle,Jerry R",Jerry R Merkle,"Altoona, US",2018-2019,2018,2019
10045475,Roller basket finishing attachment,2018-08-14,9,"Nefzger,Jeremy",Jeremy Nefzger,"Ankeny, US",2017-2020,2017,2020
10045475,Roller basket finishing attachment,2018-08-14,16,"Janelle,Luc",Luc Janelle,"Ankeny, US",1996-2024,1996,2024
10045475,Roller basket finishing attachment,2018-08-14,35,"Steinlage,David L",David L Steinlage,"Centralia, US",2002-2024,2002,2024
10045475,Roller basket finishing attachment,2018-08-14,6,"Moreno,Humberto",Humberto Moreno,"Monterrey, MX",2018-2022,2018,2022
10045586,Protective toe cap for industrial footwear,2018-08-14,1,"Aragon,Carlos Armando Fuentes",Carlos Armando Fuentes Aragon,"León, MX",2018-2018,2018,2018
10045586,Protective toe cap for industrial footwear,2018-08-14,1,"Almaguer,Roberto Munoz",Roberto Munoz Almaguer,"León, MX",2018-2018,2018,2018
10045586,Protective toe cap for industrial footwear,2018-08-14,1,"Guzman,Roberto Zitzumbo",Roberto Zitzumbo Guzman,"León, MX",2018-2018,2018,2018
10045586,Protective toe cap for industrial footwear,2018-08-14,1,"Ruiz,Fernando Chico",Fernando Chico Ruiz,"León, MX",2018-2018,2018,2018
10045586,Protective toe cap for industrial footwear,2018-08-14,2,"Medina,Ramon Alberto Ayala",Ramon Alberto Ayala Medina,"León, MX",1993-2018,1993,2018
10045586,Protective toe cap for industrial footwear,2018-08-14,1,"Guerrero,Constantino Vidal",Constantino Vidal Guerrero,"León, MX",2018-2018,2018,2018
10046234,Interactive movement tracking system applicable to articles of clothing,2018-08-14,1,"Lobato Franco,Linda Paola",Linda Paola Lobato Franco,"Mexico City, MX",2018-2018,2018,2018
10046234,Interactive movement tracking system applicable to articles of clothing,2018-08-14,1,"Gil Alonso,Juan Pedro",Juan Pedro Gil Alonso,"Girona, ES",2018-2018,2018,2018
10046234,Interactive movement tracking system applicable to articles of clothing,2018-08-14,1,"Perdigon Rodriguez,Angelo Antonio",Angelo Antonio Perdigon Rodriguez,"Mexico City, MX",2018-2018,2018,2018
10046234,Interactive movement tracking system applicable to articles of clothing,2018-08-14,1,"Fernandez de Cordova Shore,Daniel",Daniel Fernandez de Cordova Shore,"Mexico City, MX",2018-2018,2018,2018
