Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Ali Salih,"Salih,Ali",77,,,,,,"Mesa, US",1992-2022,1992,2022,,,,,,,,,,,,,,,,,,,
Dave Narasimhan,"Narasimhan,Dave",77,,,,,,"Flemington, US",1994-2023,1994,2023,,,,,,,,,,,,,,,,,,,
David Jaramillo,"Jaramillo,David",77,,,,,,"Boynton Beach, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
David Michael Herman,"Herman,David Michael",77,,,,,,"Oak Park, US",1987-2024,1987,2024,,,,,,,,,,,,,,,,,,,
Hiroyuki Kawata,"Kawata,Hiroyuki",77,,,,,,"Kisarazu, JP",1991-2024,1991,2024,,,,,,,,,,,,,,,,,,,
Joe Mullis,"Mullis,Joe",77,,,,,,"Oceanside, US",2009-2023,2009,2023,,,,,,,,,,,,,,,,,,,
Lora Lynn Kilgore Norquest,"Kilgore Norquest,Lora Lynn",77,,,,,,"Garden City, US",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Thomas G LeBlanc,"LeBlanc,Thomas G",77,,,,,,"Westminster, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Yifan Wang,"Wang,Yifan",77,,,,,,"Three Rivers, US",1999-2024,1999,2024,,,,,,,,,,,,,,,,,,,
Akira Masuda,"Masuda,Akira",76,,,,,,"Yaidu, JP",1978-2024,1978,2024,,,,,,,,,,,,,,,,,,,
Carl S Marshall,"Marshall,Carl S",76,,,,,,"Portland, US",2002-2024,2002,2024,,,,,,,,,,,,,,,,,,,
Robert E Schneider,"Schneider,Robert E",76,,,,,,"Erie, US",1999-2024,1999,2024,,,,,,,,,,,,,,,,,,,
Warren S Dabney,"Dabney,Warren S",76,,,,,,"Orchard Park, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
William Carl Hurley,"Hurley,William Carl",76,,,,,,"Hickory, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Yasunari Sohda,"Sohda,Yasunari",76,,,,,,"Tokyo, JP",1994-2022,1994,2022,,,,,,,,,,,,,,,,,,,
Sanghoon Sung,"Sung,Sanghoon",75,,,,,,"Ashburn, US",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Soo Jin Park,"Park,Soo Jin",75,,,,,,"Seoul, KR",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
John Hamilton,"Hamilton,John",74,,,,,,"San Rafael, US",1993-2024,1993,2024,,,,,,,,,,,,,,,,,,,
John P Wesson,"Wesson,John P",74,,,,,,"Vernon, US",1982-2024,1982,2024,,,,,,,,,,,,,,,,,,,
Karl Heinz Schumacher,"Schumacher,Karl Heinz",74,,,,,,"Neustadt, DE",1984-2023,1984,2023,,,,,,,,,,,,,,,,,,,
Michael J Freeman,"Freeman,Michael J",74,,,,,,"Allen Park, US",1976-2024,1976,2024,,,,,,,,,,,,,,,,,,,
Miguel A Perez,"Perez,Miguel A",74,,,,,,"Chametla, MX",1990-2023,1990,2023,,,,,,,,,,,,,,,,,,,
Yoshitaka Suzuki,"Suzuki,Yoshitaka",74,,,,,,"Okazaki, JP",1984-2023,1984,2023,,,,,,,,,,,,,,,,,,,
Alston Ilford Scipio,"Scipio,Alston Ilford",73,,,,,,"Mableton, US",2010-2024,2010,2024,,,,,,,,,,,,,,,,,,,
Harald Blum,"Blum,Harald",73,,,,,,"Leverkusen, DE",1990-2016,1990,2016,,,,,,,,,,,,,,,,,,,
John A Kelley,"Kelley,John A",73,,,,,,"Santa Cruz, US",1984-2023,1984,2023,,,,,,,,,,,,,,,,,,,
Jun Zeng,"Zeng,Jun",73,,,,,,"Palo Alto, US",2010-2024,2010,2024,,,,,,,,,,,,,,,,,,,
Scott White,"White,Scott",73,,,,,,"Barcelona, ES",1984-2024,1984,2024,,,,,,,,,,,,,,,,,,,
James D Marks,"Marks,James D",72,,,,,,"Kensington, US",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
Manfred Rietzler,"Rietzler,Manfred",72,,,,,,"Marktoberdorf, DE",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
Marshall Gordon Jones,"Jones,Marshall Gordon",72,,,,,,"Scotia, US",1980-2022,1980,2022,,,,,,,,,,,,,,,,,,,
Michel Joseph LeBlanc,"LeBlanc,Michel Joseph",72,,,,,,"Houston, US",1978-2024,1978,2024,,,,,,,,,,,,,,,,,,,
Peter Paul Blaszcak,"Blaszcak,Peter Paul",72,,,,,,"San Diego, US",1982-2024,1982,2024,,,,,,,,,,,,,,,,,,,
Sameeh Issa Batarseh,"Batarseh,Sameeh Issa",72,,,,,,"Dhahran, SA",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Timothy Jon Haataja,"Haataja,Timothy Jon",72,,,,,,"Lakeville, US",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
Timothy Scott Shaffer,"Shaffer,Timothy Scott",72,,,,,,"Crestwood, US",2002-2024,2002,2024,,,,,,,,,,,,,,,,,,,
Bruce D Mowrey,"Mowrey,Bruce D",71,,,,,,"Watsonville, US",1997-2024,1997,2024,,,,,,,,,,,,,,,,,,,
Eric Brian Sjogren,"Sjogren,Eric Brian",71,,,,,,"Palo Alto, US",1987-2023,1987,2023,,,,,,,,,,,,,,,,,,,
Leiming Li,"Li,Leiming",71,,,,,,"Sugar Land, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Toshiyuki Hirota,"Hirota,Toshiyuki",71,,,,,,"Aguascalientes, MX",1994-2022,1994,2022,,,,,,,,,,,,,,,,,,,
Warren Welborn McAlpine,"McAlpine,Warren Welborn",71,,,,,,"Hickory, US",1991-2024,1991,2024,,,,,,,,,,,,,,,,,,,
Erik J Gronvall,"Gronvall,Erik J",70,,,,,,"Bloomington, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Gary L Rytlewski,"Rytlewski,Gary L",70,,,,,,"League City, US",1990-2020,1990,2020,,,,,,,,,,,,,,,,,,,
Todd W Miller,"Miller,Todd W",70,,,,,,"Tomball, US",2001-2024,2001,2024,,,,,,,,,,,,,,,,,,,
Yan Rodriguez,"Rodriguez,Yan",70,,,,,,"Suwanee, US",1999-2024,1999,2024,,,,,,,,,,,,,,,,,,,
Harald Krondorfer,"Krondorfer,Harald",69,,,,,,"Aurora, US",2004-2023,2004,2023,,,,,,,,,,,,,,,,,,,
Ignacio Alvarez,"Alvarez,Ignacio",69,,,,,,"Portland, US",2004-2024,2004,2024,,,,,,,,,,,,,,,,,,,
Jie Wu,"Wu,Jie",69,,,,,,"Lake Jackson, US",2004-2024,2004,2024,,,,,,,,,,,,,,,,,,,
Michael Morris,"Morris,Michael",69,,,,,,"Harrisburg, US",1989-2023,1989,2023,,,,,,,,,,,,,,,,,,,
Anwar Mohammed,"Mohammed,Anwar",68,,,,,,"San Jose, US",1994-2024,1994,2024,,,,,,,,,,,,,,,,,,,
Michael D Ferguson,"Ferguson,Michael D",67,,,,,,"Moorpark, US",1990-2023,1990,2023,,,,,,,,,,,,,,,,,,,
Michael J Drews,"Drews,Michael J",67,,,,,,"Sacramento, US",2003-2024,2003,2024,,,,,,,,,,,,,,,,,,,
Russell R Chianelli,"Chianelli,Russell R",67,,,,,,"El Paso, US",1976-2019,1976,2019,,,,,,,,,,,,,,,,,,,
David E Whitehead,"Whitehead,David E",66,,,,,,"Pullman, US",1999-2022,1999,2022,,,,,,,,,,,,,,,,,,,
Ilhan A Aksay,"Aksay,Ilhan A",66,,,,,,"Princeton, US",1986-2021,1986,2021,,,,,,,,,,,,,,,,,,,
James J Finley,"Finley,James J",66,,,,,,"Pittsburgh, US",1987-2023,1987,2023,,,,,,,,,,,,,,,,,,,
Joseph Michael Fedeyko,"Fedeyko,Joseph Michael",66,,,,,,"Wayne, US",2011-2024,2011,2024,,,,,,,,,,,,,,,,,,,
Roland Martin,"Martin,Roland",66,,,,,,"Cuilápam, MX",1981-2023,1981,2023,,,,,,,,,,,,,,,,,,,
Alvaro Retana,"Retana,Alvaro",65,,,,,,"Raleigh, US",2007-2023,2007,2023,,,,,,,,,,,,,,,,,,,
Anthony James LoBianco,"LoBianco,Anthony James",65,,,,,,"Irvine, US",2002-2024,2002,2024,,,,,,,,,,,,,,,,,,,
Mark Rosenzweig,"Rosenzweig,Mark",65,,,,,,"Sharonville, US",1997-2023,1997,2023,,,,,,,,,,,,,,,,,,,
Sergio Aguirre,"Aguirre,Sergio",65,,,,,,"Monterrey, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Soutsada Vongseng,"Vongseng,Soutsada",65,,,,,,"Chanhassen, US",2007-2024,2007,2024,,,,,,,,,,,,,,,,,,,
Daniel Pohl,"Pohl,Daniel",64,,,,,,"Puchheim, DE",1982-2024,1982,2024,,,,,,,,,,,,,,,,,,,
David L Wilson,"Wilson,David L",64,,,,,,"Muskego, US",1984-2023,1984,2023,,,,,,,,,,,,,,,,,,,
Jiten Odhavji Dihora,"Dihora,Jiten Odhavji",64,,,,,,"Cincinnati, US",2003-2024,2003,2024,,,,,,,,,,,,,,,,,,,
Michael John Gimblet,"Gimblet,Michael John",64,,,,,,"Conover, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Scott Holmes Dunham,"Dunham,Scott Holmes",64,,,,,,"Redford, US",2013-2024,2013,2024,,,,,,,,,,,,,,,,,,,
Bradley A Sockness,"Sockness,Bradley A",63,,,,,,"Owatonna, US",2002-2022,2002,2022,,,,,,,,,,,,,,,,,,,
Kermit D Lopez,"Lopez,Kermit D",63,,,,,,"Nuevo México, MX",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Klaus Lorenz,"Lorenz,Klaus",63,,,,,,"Dormagen, DE",1984-2022,1984,2022,,,,,,,,,,,,,,,,,,,
Mark Kelly,"Kelly,Mark",63,,,,,,"Dublin, IE",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Rong Pan,"Pan,Rong",63,,,,,,"Sunnyvale, US",1998-2024,1998,2024,,,,,,,,,,,,,,,,,,,
Scott H Micoley,"Micoley,Scott H",63,,,,,,"Cedarburg, US",1991-2024,1991,2024,,,,,,,,,,,,,,,,,,,
Ankit Gupta,"Gupta,Ankit",62,,,,,,"Bengaluru, IN",2011-2024,2011,2024,,,,,,,,,,,,,,,,,,,
Jinsu Kim,"Kim,Jinsu",62,,,,,,"Houston, US",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Jose M Sosa,"Sosa,Jose M",62,,,,,,"Bergmolen, US",1978-2023,1978,2023,,,,,,,,,,,,,,,,,,,
Marc C Albertsen,"Albertsen,Marc C",62,,,,,,"Grimes, US",1995-2023,1995,2023,,,,,,,,,,,,,,,,,,,
Richard K Gresens,"Gresens,Richard K",62,,,,,,"Three Rivers, US",2000-2024,2000,2024,,,,,,,,,,,,,,,,,,,
Rudolph W Frey,"Frey,Rudolph W",62,,,,,,"Orlando, US",1995-2023,1995,2023,,,,,,,,,,,,,,,,,,,
Wei Xu,"Xu,Wei",62,,,,,,"Nanjing, CN",2006-2024,2006,2024,,,,,,,,,,,,,,,,,,,
Ying Zheng,"Zheng,Ying",62,,,,,,"Santa Clara, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Anthony Tufano,"Tufano,Anthony",61,,,,,,"Levittown, US",1995-2012,1995,2012,,,,,,,,,,,,,,,,,,,
David W Burke,"Burke,David W",61,,,,,,"Oro Valley, US",1982-2019,1982,2019,,,,,,,,,,,,,,,,,,,
Debendra Das Sharma,"Sharma,Debendra Das",61,,,,,,"Santa Clara, US",1999-2022,1999,2022,,,,,,,,,,,,,,,,,,,
Eric Barton,"Barton,Eric",61,,,,,,"Eden Prairie, US",2003-2024,2003,2024,,,,,,,,,,,,,,,,,,,
Eric J Hanson,"Hanson,Eric J",61,,,,,,"Valparaiso, US",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Manfred Hofmann,"Hofmann,Manfred",61,,,,,,"Mimberg, DE",1983-2021,1983,2021,,,,,,,,,,,,,,,,,,,
Men Long,"Long,Men",61,,,,,,"Beaverton, US",2010-2023,2010,2023,,,,,,,,,,,,,,,,,,,
Richard J Steih,"Steih,Richard J",61,,,,,,"Jackson, US",1997-2023,1997,2023,,,,,,,,,,,,,,,,,,,
Robert A Newman,"Newman,Robert A",61,,,,,,"El Paso, US",1981-2023,1981,2023,,,,,,,,,,,,,,,,,,,
Spencer Robert Hoernke,"Hoernke,Spencer Robert",61,,,,,,"Dundas, CA",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Zhiguo Qian,"Qian,Zhiguo",61,,,,,,"Chandler, US",2014-2024,2014,2024,,,,,,,,,,,,,,,,,,,
Anthony DeMore,"DeMore,Anthony",60,,,,,,"Pembroke Pines, US",1982-2018,1982,2018,,,,,,,,,,,,,,,,,,,
Dean M Homan,"Homan,Dean M",60,,,,,,"Sugar Land, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Eric D Morrison,"Morrison,Eric D",60,,,,,,"West St. Paul, US",1993-2023,1993,2023,,,,,,,,,,,,,,,,,,,
Jon P Hassell,"Hassell,Jon P",60,,,,,,"Atlanta, US",2005-2024,2005,2024,,,,,,,,,,,,,,,,,,,
Keyur Patel,"Patel,Keyur",60,,,,,,"San Jose, US",2008-2020,2008,2020,,,,,,,,,,,,,,,,,,,
Khurram Waheed,"Waheed,Khurram",60,,,,,,"Austin, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Oliver Breit,"Breit,Oliver",60,,,,,,"Hong Kong, CN",2010-2022,2010,2022,,,,,,,,,,,,,,,,,,,
Richard A Welp,"Welp,Richard A",60,,,,,,"Manchester, GB",2009-2022,2009,2022,,,,,,,,,,,,,,,,,,,
Robert K Prudhomme,"Prud'homme,Robert K",60,,,,,,"Lawrenceville, US",1985-2023,1985,2023,,,,,,,,,,,,,,,,,,,
Robert Lee Segebart,"Segebart,Robert Lee",60,,,,,,"Champaign, US",1989-2018,1989,2018,,,,,,,,,,,,,,,,,,,
Alexandre Depraete,"Depraete,Alexandre",59,,,,,,"Bloomfield, US",2003-2022,2003,2022,,,,,,,,,,,,,,,,,,,
Armando Guzman Casillas,"Guzman Casillas,Armando",59,,,,,,"Pullman, US",1997-2022,1997,2022,,,,,,,,,,,,,,,,,,,
Barry Wayne Allen,"Allen,Barry Wayne",59,,,,,,"Siler City, US",1991-2024,1991,2024,,,,,,,,,,,,,,,,,,,
Diankui Fu,"Fu,Diankui",59,,,,,,"Tyumen, RU",2000-2024,2000,2024,,,,,,,,,,,,,,,,,,,
Dustin Garvey,"Garvey,Dustin",59,,,,,,"Exeter, US",2012-2024,2012,2024,,,,,,,,,,,,,,,,,,,
Harry R McGregor,"McGregor,Harry R",59,,,,,,"Tucson, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Leonard Anthony Shaner,"Shaner,Leonard Anthony",59,,,,,,"New Baltimore, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
Michael M Azzouz,"Azzouz,Michael M",59,,,,,,"Dearborn Heights, US",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Paul Katz,"Katz,Paul",59,,,,,,"New York, US",1986-2020,1986,2020,,,,,,,,,,,,,,,,,,,
Raj Rao Rajaram,"Rajaram,Raj Rao",59,,,,,,"Reading, GB",1996-2022,1996,2022,,,,,,,,,,,,,,,,,,,
Shasank K Chavan,"Chavan,Shasank K",59,,,,,,"Menlo Park, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Steven E Morris,"Morris,Steven E",59,,,,,,"Fair Haven, US",2006-2021,2006,2021,,,,,,,,,,,,,,,,,,,
Bowman Wang,"Wang,Bowman",58,,,,,,"Corralitos, US",2003-2024,2003,2024,,,,,,,,,,,,,,,,,,,
Christopher B Moore,"Moore,Christopher B",58,,,,,,"Vail, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Hyunki Kim,"Kim,Hyunki",58,,,,,,"Rogers, US",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Joseph M Swingler,"Swingler,Joseph M",58,,,,,,"Phoenix, US",2007-2024,2007,2024,,,,,,,,,,,,,,,,,,,
Kristofer Bolster,"Bolster,Kristofer",58,,,,,,"Jordan, US",2005-2024,2005,2024,,,,,,,,,,,,,,,,,,,
Martin Simon,"Simon,Martin",58,,,,,,"Long Beach, US",1978-2024,1978,2024,,,,,,,,,,,,,,,,,,,
Richard D Hutchins,"Hutchins,Richard D",58,,,,,,"Sugar Land, US",1983-2020,1983,2020,,,,,,,,,,,,,,,,,,,
Timothy J Warwick,"Warwick,Timothy J",58,,,,,,"Sparta, US",2012-2023,2012,2023,,,,,,,,,,,,,,,,,,,
Boris Rubinsky,"Rubinsky,Boris",57,,,,,,"Albany, US",1985-2024,1985,2024,,,,,,,,,,,,,,,,,,,
Howard A Colvin,"Colvin,Howard A",57,,,,,,"Brandon, US",1983-2023,1983,2023,,,,,,,,,,,,,,,,,,,
Jason Loomis,"Loomis,Jason",57,,,,,,"Decatur, US",2011-2024,2011,2024,,,,,,,,,,,,,,,,,,,
Jay Sato,"Sato,Jay",57,,,,,,"Mission Viejo, US",1994-2024,1994,2024,,,,,,,,,,,,,,,,,,,
John J Auvenshine,"Auvenshine,John J",57,,,,,,"Tucson, US",2003-2022,2003,2022,,,,,,,,,,,,,,,,,,,
Keith Nolan,"Nolan,Keith",57,,,,,,"Mullingar, IE",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Sang Chul Moon,"Moon,Sang Chul",57,,,,,,"Seoul, KR",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Scott Charles Evans,"Evans,Scott Charles",57,,,,,,"Burnt Hills, US",2002-2023,2002,2023,,,,,,,,,,,,,,,,,,,
Timothy I Salsbury,"Salsbury,Timothy I",57,,,,,,"Whitefish Bay, US",2003-2023,2003,2023,,,,,,,,,,,,,,,,,,,
Travis Read,"Read,Travis",57,,,,,,"Little Canada, US",2016-2024,2016,2024,,,,,,,,,,,,,,,,,,,
Jaime Moreno,"Moreno,Jaime",56,,,,,,"Imperial, US",1984-2019,1984,2019,,,,,,,,,,,,,,,,,,,
Karl M Prewo,"Prewo,Karl M",56,,,,,,"Vernon, US",1978-2004,1978,2004,,,,,,,,,,,,,,,,,,,
Luis M Ortiz,"Ortiz,Luis M",56,,,,,,"Nuevo México, MX",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Michael A Musleh,"Musleh,Michael A",56,,,,,,"Canton, US",2008-2022,2008,2022,,,,,,,,,,,,,,,,,,,
Michael Evans Graham,"Graham,Michael Evans",56,,,,,,"Niskayuna, US",1992-2024,1992,2024,,,,,,,,,,,,,,,,,,,
Pierre Yves Corre,"Corre,Pierre Yves",56,,,,,,"Abbeville, FR",2002-2023,2002,2023,,,,,,,,,,,,,,,,,,,
Randell E Pate,"Pate,Randell E",56,,,,,,"Jenison, US",2012-2022,2012,2022,,,,,,,,,,,,,,,,,,,
Roger Khami,"Khami,Roger",56,,,,,,"Troy, US",1998-2024,1998,2024,,,,,,,,,,,,,,,,,,,
Stefan Maier,"Maier,Stefan",56,,,,,,"Besigheim, DE",1992-2023,1992,2023,,,,,,,,,,,,,,,,,,,
Carl T Gould,"Gould,Carl T",55,,,,,,"Golden, US",1998-2024,1998,2024,,,,,,,,,,,,,,,,,,,
David J Baldwin,"Baldwin,David J",55,,,,,,"Allen, US",1999-2021,1999,2021,,,,,,,,,,,,,,,,,,,
Julian Latelle Greenwood III,"Greenwood, III,Julian Latelle",55,,,,,,"Hickory, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Masaya Watanabe,"Watanabe,Masaya",55,,,,,,"Miguel Hidalgo, MX",1988-2022,1988,2022,,,,,,,,,,,,,,,,,,,
Murad Kurwa,"Kurwa,Murad",55,,,,,,"San Jose, US",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Paul F McMahan,"McMahan,Paul F",55,,,,,,"Chula Vista, US",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Richard A Falk,"Falk,Richard A",55,,,,,,"Pompano Beach, US",1976-2023,1976,2023,,,,,,,,,,,,,,,,,,,
Shaun E Harrington,"Harrington,Shaun E",55,,,,,,"Tucson, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Shrikant Mukund Joshi,"Joshi,Shrikant Mukund",55,,,,,,"Williamsville, US",1990-2023,1990,2023,,,,,,,,,,,,,,,,,,,
Woo Suk Ko,"Ko,Woo Suk",55,,,,,,"Seoul, KR",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Arun Sharma,"Sharma,Arun",54,,,,,,"Cambridge, US",2002-2023,2002,2023,,,,,,,,,,,,,,,,,,,
Christian Schade,"Schade,Christian",54,,,,,,"Ludwigshafen, DE",1995-2023,1995,2023,,,,,,,,,,,,,,,,,,,
Eric Udd,"Udd,Eric",54,,,,,,"Fairview, US",1981-2016,1981,2016,,,,,,,,,,,,,,,,,,,
Jennifer Ann Tarter,"Tarter,Jennifer Ann",54,,,,,,"Champaign, US",2012-2018,2012,2018,,,,,,,,,,,,,,,,,,,
Jose Gonzalez,"Gonzalez,Jose",54,,,,,,"Bad Oeynhausen, DE",1985-2024,1985,2024,,,,,,,,,,,,,,,,,,,
Kelly G Ammann,"Ammann,Kelly G",54,,,,,,"Boulder, US",2002-2023,2002,2023,,,,,,,,,,,,,,,,,,,
Mark John Goulding,"Goulding,Mark John",54,,,,,,"Ferndown, GB",1993-2020,1993,2020,,,,,,,,,,,,,,,,,,,
Paul N Smith,"Smith,Paul N",54,,,,,,"Davison, US",2005-2024,2005,2024,,,,,,,,,,,,,,,,,,,
Satoshi Tanimura,"Tanimura,Satoshi",54,,,,,,"Nagano, JP",1992-2024,1992,2024,,,,,,,,,,,,,,,,,,,
Xiaohui Liu,"Liu,Xiaohui",54,,,,,,"Holladay, US",1995-2024,1995,2024,,,,,,,,,,,,,,,,,,,
Yijun Yu,"Yu,Yijun",54,,,,,,"Nanhu, CN",2013-2024,2013,2024,,,,,,,,,,,,,,,,,,,
Yingjie Lin,"Lin,Yingjie",54,,,,,,"El Paso, US",2001-2015,2001,2015,,,,,,,,,,,,,,,,,,,
Emmanuel Barajas Gonzalez,"Barajas Gonzalez,Emmanuel",53,,,,,,"Las Pintitas, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Fernando Valle,"Valle,Fernando",53,,,,,,"Cuernavaca, MX",2003-2023,2003,2023,,,,,,,,,,,,,,,,,,,
Joseph E Abramczyk,"Abramczyk,Joseph E",53,,,,,,"Farmington Hills, US",2004-2024,2004,2024,,,,,,,,,,,,,,,,,,,
Koc Kan Ho,"Ho,Koc Kan",53,,,,,,"Holladay, US",1997-2023,1997,2023,,,,,,,,,,,,,,,,,,,
Nikolai Mykola Ignatyev,"Mykola Ignatyev,Nikolai",53,,,,,,"Duisburg, DE",2001-2020,2001,2020,,,,,,,,,,,,,,,,,,,
Albert Anthony Skinner,"Skinner,Albert Anthony",52,,,,,,"Waterford, US",1988-2019,1988,2019,,,,,,,,,,,,,,,,,,,
Brendan Dermot Murray,"Murray,Brendan Dermot",52,,,,,,"Houston, US",1991-2019,1991,2019,,,,,,,,,,,,,,,,,,,
Harry G Skinner,"Skinner,Harry G",52,,,,,,"Beaverton, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
James J Collins,"Collins,James J",52,,,,,,"Newton, US",1995-2023,1995,2023,,,,,,,,,,,,,,,,,,,
Larry L Hood,"Hood,Larry L",52,,,,,,"Laguna Hills, US",1977-2023,1977,2023,,,,,,,,,,,,,,,,,,,
Laurent A Regimbal,"Regimbal,Laurent A",52,,,,,,"Eagle, US",1995-2023,1995,2023,,,,,,,,,,,,,,,,,,,
Nader M Nassar,"Nassar,Nader M",52,,,,,,"Yorktown Heights, US",2014-2024,2014,2024,,,,,,,,,,,,,,,,,,,
Nelson Liang An Chang,"Chang,Nelson Liang An",52,,,,,,"Palo Alto, US",1987-2021,1987,2021,,,,,,,,,,,,,,,,,,,
Timothy E Moellendick,"Moellendick,Timothy E",52,,,,,,"Dhahran, SA",2016-2024,2016,2024,,,,,,,,,,,,,,,,,,,
Vyacheslav Birman,"Birman,Vyacheslav",52,,,,,,"Auburn Hills, US",2005-2023,2005,2023,,,,,,,,,,,,,,,,,,,
Bart Mattie Claessens,"Claessens,Bart Mattie",51,,,,,,"Hasselt, BE",2013-2024,2013,2024,,,,,,,,,,,,,,,,,,,
Christopher Paul Lewallen,"Lewallen,Christopher Paul",51,,,,,,"Hudson, US",2008-2022,2008,2022,,,,,,,,,,,,,,,,,,,
David Andrew Barfoot,"Barfoot,David Andrew",51,,,,,,"Houston, US",2006-2024,2006,2024,,,,,,,,,,,,,,,,,,,
Donald M Perkins,"Perkins,Donald M",51,,,,,,"Sterling Heights, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
Harry Muljono,"Muljono,Harry",51,,,,,,"San Ramon, US",1998-2022,1998,2022,,,,,,,,,,,,,,,,,,,
Hoang Mong Nguyen,"Nguyen,Hoang Mong",51,,,,,,"Willow View Lane, US",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Jennifer A Healey,"Healey,Jennifer A",51,,,,,,"San Jose, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Kave Eshghi,"Eshghi,Kave",51,,,,,,"Palo Alto, US",1999-2024,1999,2024,,,,,,,,,,,,,,,,,,,
Michael Andreas Staudenmaier,"Staudenmaier,Michael Andreas",51,,,,,,"Munich, DE",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Richard Roger Evans,"Evans,Richard Roger",51,,,,,,"Raleigh, US",1983-2022,1983,2022,,,,,,,,,,,,,,,,,,,
Stephen Kenneth Helwig,"Helwig,Stephen Kenneth",51,,,,,,"Farmington Hills, US",2014-2021,2014,2021,,,,,,,,,,,,,,,,,,,
Heidi Lagares Greenblatt,"Lagares Greenblatt,Heidi",50,,,,,,"Jefferson Hills, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Jorge Sanchez,"Sanchez,Jorge",50,,,,,,"San Luis Potosí, MX",2000-2023,2000,2023,,,,,,,,,,,,,,,,,,,
K Angela Macfarlane,"Macfarlane,K Angela",50,,,,,,"Woodside, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Martin Arlitt,"Arlitt,Martin",50,,,,,,"Calgary, CA",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Omesh Tickoo,"Tickoo,Omesh",50,,,,,,"Portland, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
David L Phillips,"Phillips,David L",49,,,,,,"Santa Ana, US",1979-2020,1979,2020,,,,,,,,,,,,,,,,,,,
Diana Rodriguez,"Rodriguez,Diana",49,,,,,,"Fort Worth, US",2004-2023,2004,2023,,,,,,,,,,,,,,,,,,,
John R Rice,"Rice,John R",49,,,,,,"New Baltimore, US",1992-2023,1992,2023,,,,,,,,,,,,,,,,,,,
