Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Chane E Myers,"Myers,Chane E",8,,,,,,"Maumee, US",2009-2013,2009,2013,,,,,,,,,,,,,,,,,,,
Marcos Fernandez,"Fernandez,Marcos",3,,,,,,"Heroica Caborca, MX",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Simon Sacal Mizrahi,"Mizrahi,Simon Sacal",1,,,,,,"Miguel Hidalgo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Gilberto Sanchez Villalobos,"Villalobos,Gilberto Sanchez",2,,,,,,"La Paz, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Maria Guadalupe Ruiz Mayen,"Mayen,Maria Guadalupe Ruiz",2,,,,,,"Heroica Caborca, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Victor V Luu,"Luu,Victor V",2,,,,,,"????? ????, US",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Khoa Pham Dang Truong,"Truong,Khoa Pham Dang",1,,,,,,"Chihuahua, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Thieu Nguyen Trinh,"Trinh,Thieu Nguyen",1,,,,,,"Chihuahua, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
John Poreda,"Poreda,John",3,,,,,,"Moraga, US",1992-2011,1992,2011,,,,,,,,,,,,,,,,,,,
Luan Thien Dinh,"Dinh,Luan Thien",1,,,,,,"Chihuahua, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Phong Van Nguyen,"Nguyen,Phong Van",2,,,,,,"Chihuahua, MX",2002-2011,2002,2011,,,,,,,,,,,,,,,,,,,
Juan Francisco Mojica Briseno,"Mojica Briseno,Juan Francisco",3,,,,,,"San Mateo del Mar, MX",1999-2011,1999,2011,,,,,,,,,,,,,,,,,,,
Oscar Garza Ondarza,"Garza Ondarza,Oscar",6,,,,,,"El Control, MX",1998-2011,1998,2011,,,,,,,,,,,,,,,,,,,
Berenice Herrera De La Luz,"Herrera De La Luz,Berenice",1,,,,,,"Puebla, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Victor Manuel Chapela Castanares,"Chapela Castanares,Victor Manuel",1,,,,,,"Cholula, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Maria Judith Percino Zacarias,"Percino Zacarias,Maria Judith",1,,,,,,"Cholula, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Fernando Garcia,"Garcia,Fernando",2,,,,,,"San Nicolás de los Garza, MX",2011-2022,2011,2022,,,,,,,,,,,,,,,,,,,
Nicolas R Lugo,"Lugo,Nicolas R",5,,,,,,"Clarksville, US",1993-2011,1993,2011,,,,,,,,,,,,,,,,,,,
Ronald E Gerhan,"Gerhan,Ronald E",7,,,,,,"Avon Lake, US",2004-2022,2004,2022,,,,,,,,,,,,,,,,,,,
Dave A Lehr,"Lehr,Dave A",1,,,,,,"Franklin, US",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Romel Hernandez Bello,"Hernandez Bello,Romel",1,,,,,,"Villa de Cos, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Mingyuan Liu,"Liu,Mingyuan",6,,,,,,"Changchun, CN",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Xiuping Wu,"Wu,Xiuping",1,,,,,,"Changchun, CN",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Pascal Boireau,"Boireau,Pascal",3,,,,,,"Bondoufle, FR",2011-2017,2011,2017,,,,,,,,,,,,,,,,,,,
Baoquan Fu,"Fu,Baoquan",1,,,,,,"Lanzhou, CN",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Danielle Le Rhun,"Le Rhun,Danielle",1,,,,,,"Sucy-en-Brie, FR",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Celine Bahuon,"Bahuon,Celine",1,,,,,,"Maisons-Alfort, FR",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Franck Le Guerhier,"Le Guerhier,Franck",1,,,,,,"Brunoy, FR",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Isabelle Vallee,"Vallee,Isabelle",3,,,,,,"Saint-Maur-des-Fossés, FR",2011-2017,2011,2017,,,,,,,,,,,,,,,,,,,
Susan E Basch,"Basch,Susan E",5,,,,,,"San Diego, US",2008-2014,2008,2014,,,,,,,,,,,,,,,,,,,
Jose Macias Galarza,"Macias Galarza,Jose",5,,,,,,"Tijuana, MX",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Bill Merkt,"Merkt,Bill",6,,,,,,"San Diego, US",2007-2023,2007,2023,,,,,,,,,,,,,,,,,,,
Sergio R Perez Araujo,"Perez Araujo,Sergio R",2,,,,,,"San Diego, US",2008-2011,2008,2011,,,,,,,,,,,,,,,,,,,
Harvey J Nickerson,"Nickerson,Harvey J",44,,,,,,"San Diego, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Russel D Leatherman,"Leatherman,Russel D",32,,,,,,"Albion, US",1989-2023,1989,2023,,,,,,,,,,,,,,,,,,,
Andrew M Nguyen,"Nguyen,Andrew M",17,,,,,,"San Diego, US",1994-2023,1994,2023,,,,,,,,,,,,,,,,,,,
Adam A Dunford,"Dunford,Adam A",2,,,,,,"Chula Vista, US",2008-2011,2008,2011,,,,,,,,,,,,,,,,,,,
Francisco R Huizar Rodriguez,"Huizar Rodriguez,Francisco R",2,,,,,,"Jalisco, MX",2011-2015,2011,2015,,,,,,,,,,,,,,,,,,,
Gabriel A Vallarta Santos,"Vallarta Santos,Gabriel A",1,,,,,,"Jalisco, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Karsten Hoffhaus,"Hoffhaus,Karsten",1,,,,,,"Emstek, DE",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Marco Aurelio Flores Verdugo,"Flores Verdugo,Marco Aurelio",8,,,,,,"Monterrey, MX",1981-2011,1981,2011,,,,,,,,,,,,,,,,,,,
Gunther Kazmeier,"Kazmeier,Gunther",1,,,,,,"Nidderau, DE",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jorge Bello,"Bello,Jorge",6,,,,,,"Santiago Yancuitlalpan, MX",2002-2012,2002,2012,,,,,,,,,,,,,,,,,,,
Alfonso Izquierdo Garcia,"Izquierdo Garcia,Alfonso",1,,,,,,"Veracruz, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Dionino Colleluori,"Colleluori,Dionino",1,,,,,,"Veracruz, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Guiseppe Cumino,"Cumino,Guiseppe",1,,,,,,"Veracruz, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Marco Mario Tivelli,"Tivelli,Marco Mario",2,,,,,,"Veracruz, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Manfred Rietzler,"Rietzler,Manfred",72,,,,,,"Marktoberdorf, DE",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
Francisco Martinez de Velasco Cortina,"Martinez de Velasco Cortina,Francisco",44,,,,,,"Lomas de Chapultepec, MX",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Edgardo Lopez,"Lopez,Edgardo",12,,,,,,"Veracruz, MX",1998-2021,1998,2021,,,,,,,,,,,,,,,,,,,
Hernan Juan Desimone,"Desimone,Hernan Juan",2,,,,,,"Dalmine, IT",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Lorenzo Vito Caserta,"Caserta,Lorenzo Vito",2,,,,,,"Dalmine, IT",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Cuauhtemoc Martinez Salazar,"Salazar,Cuauhtemoc Martinez",2,,,,,,"Veracruz, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Andrea Di Schino,"Schino,Andrea Di",1,,,,,,"Bergamo, IT",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Marco Mario Tivelli,"Tivelli,Marco Mario",2,,,,,,"Bergamo, IT",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Alfonso Izquierdo Garcia,"Garcia,Alfonso Izquierdo",3,,,,,,"Veracruz, MX",2011-2012,2011,2012,,,,,,,,,,,,,,,,,,,
Ettore Anelli,"Anelli,Ettore",6,,,,,,"Bergamo, IT",2003-2017,2003,2017,,,,,,,,,,,,,,,,,,,
Hector Manuel Quintanilla Carmona,"Carmona,Hector Manuel Quintanilla",1,,,,,,"Veracruz, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
David M Bunk,"Bunk,David M",2,,,,,,"Bethesda, US",2011-2015,2011,2015,,,,,,,,,,,,,,,,,,,
Stephen E Long,"Long,Stephen E",4,,,,,,"Gaithersburg, US",1980-2011,1980,2011,,,,,,,,,,,,,,,,,,,
Mariana Arce Osuna,"Arce Osuna,Mariana",1,,,,,,"Yécora, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Benito Anton Palma,"Palma,Benito Anton",3,,,,,,"Mexico City, MX",2011-2014,2011,2014,,,,,,,,,,,,,,,,,,,
Philippe Leff Gelman,"Gelman,Philippe Leff",3,,,,,,"Mexico City, MX",2011-2014,2011,2014,,,,,,,,,,,,,,,,,,,
Jesus Ortiz Balcazar,"Balcazar,Jesus Ortiz",1,,,,,,"Ciudad Camargo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Leonel Garcia Chavez,"Chavez,Leonel Garcia",1,,,,,,"Ciudad Camargo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Juan Manuel Avalos Vega,"Avalos Vega,Juan Manuel",4,,,,,,"Zapopan, MX",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Gabriel Ruelas Arana,"Arana,Gabriel Ruelas",1,,,,,,"Jalisco, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Oscar Jimenez,"Jimenez,Oscar",33,,,,,,"Jalisco, MX",1983-2017,1983,2017,,,,,,,,,,,,,,,,,,,
Jose Arturo Lona Santoyo,"Santoyo,Jose Arturo Lona",3,,,,,,"Querétaro, MX",2007-2013,2007,2013,,,,,,,,,,,,,,,,,,,
Victor Gerardo Caloca Galindo,"Galindo,Victor Gerardo Caloca",7,,,,,,"Querétaro, MX",2011-2022,2011,2022,,,,,,,,,,,,,,,,,,,
Roberto Cabrera Botello,"Botello,Roberto Cabrera",1,,,,,,"Querétaro, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Eduardo Nuri Mizrahi Shapiro,"Mizrahi Shapiro,Eduardo Nuri",1,,,,,,"Tecamachalco, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Gustavo Rebora Gonzalez,"Gonzalez,Gustavo Rebora",1,,,,,,"Guanajuato, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Valencia,"Valencia,Jose",8,,,,,,"Guanajuato, MX",1984-2024,1984,2024,,,,,,,,,,,,,,,,,,,
Jose Adalberto Teran Matus,"Teran Matus,Jose Adalberto",3,,,,,,"San Mateo del Mar, MX",2011-2012,2011,2012,,,,,,,,,,,,,,,,,,,
Rafael Guillermo Ramos Elizondo,"Ramos Elizondo,Rafael Guillermo",2,,,,,,"Monterrey, MX",2011-2016,2011,2016,,,,,,,,,,,,,,,,,,,
Roberto Carrillo Fuentevilla,"Fuentevilla,Roberto Carrillo",3,,,,,,"El Control, MX",2011-2016,2011,2016,,,,,,,,,,,,,,,,,,,
Luis Armando Bravo Castillo,"Bravo Castillo,Luis Armando",3,,,,,,"Tlalnepantla, MX",2011-2022,2011,2022,,,,,,,,,,,,,,,,,,,
Homero Ramirez Tobias,"Ramirez Tobias,Homero",1,,,,,,"Monterrey, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Carlos Enrique Castillo Linton,"Castillo Linton,Carlos Enrique",1,,,,,,"Agualeguas, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Juan L Gonzalez,"Gonzalez,Juan L",5,,,,,,"El Control, MX",2008-2018,2008,2018,,,,,,,,,,,,,,,,,,,
David John Rush,"Rush,David John",2,,,,,,"Denton, US",2000-2011,2000,2011,,,,,,,,,,,,,,,,,,,
Jose Adalberto Teran Matus,"Matus,Jose Adalberto Teran",5,,,,,,"San Pedro Garza García, MX",2009-2014,2009,2014,,,,,,,,,,,,,,,,,,,
Rafael Guillermo Ramos Elizondo,"Elizondo,Rafael Guillermo Ramos",5,,,,,,"Monterrey, MX",2009-2014,2009,2014,,,,,,,,,,,,,,,,,,,
Eduardo Ruiz Esparza Flores,"Flores,Eduardo Ruiz Esparza",4,,,,,,"San Pedro Garza García, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Oscar De La Pena,"De La Pena,Oscar",1,,,,,,"Saltillo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Orozco Gavaldon Humberto,"Humberto,Orozco Gavaldon",3,,,,,,"Mexico City, MX",2010-2012,2010,2012,,,,,,,,,,,,,,,,,,,
Alejandro A Goebel Quintana,"Quintana,Alejandro A Goebel",3,,,,,,"Santiago Yancuitlalpan, MX",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
James Ryan Johnson,"Johnson,James Ryan",5,,,,,,"Fort Wayne, US",2010-2017,2010,2017,,,,,,,,,,,,,,,,,,,
Francisco Javier Curiel,"Curiel,Francisco Javier",3,,,,,,"Chihuahua, MX",2011-2019,2011,2019,,,,,,,,,,,,,,,,,,,
Ferencz S Denes,"Denes,Ferencz S",22,,,,,,"Newbury Park, US",1996-2015,1996,2015,,,,,,,,,,,,,,,,,,,
Sorin Manolache,"Manolache,Sorin",14,,,,,,"Madison, US",2002-2011,2002,2011,,,,,,,,,,,,,,,,,,,
Luis Emilio Cruz Barba,"Cruz Barba,Luis Emilio",4,,,,,,"Guadalajara, MX",2006-2011,2006,2011,,,,,,,,,,,,,,,,,,,
Alvaro de Jesus Martinez Gomez,"Martinez Gomez,Alvaro de Jesus",2,,,,,,"Guadalajara, MX",2002-2011,2002,2011,,,,,,,,,,,,,,,,,,,
Alfonso Gonzalez Montiel,"Gonzalez Montiel,Alfonso",5,,,,,,"Atizapán de Zaragoza, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Enrique Saldivar Guerra,"Saldivar Guerra,Enrique",4,,,,,,"Saltillo, MX",2008-2019,2008,2019,,,,,,,,,,,,,,,,,,,
Michael Heaven,"Heaven,Michael",3,,,,,,"Coralville, US",2011-2018,2011,2018,,,,,,,,,,,,,,,,,,,
Laura Flores,"Flores,Laura",24,,,,,,"El Control, MX",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Bruce A Kopf,"Kopf,Bruce A",28,,,,,,"Cedar Rapids, US",1990-2023,1990,2023,,,,,,,,,,,,,,,,,,,
Joseph M Nurre,"Nurre,Joseph M",3,,,,,,"Marion, US",2000-2011,2000,2011,,,,,,,,,,,,,,,,,,,
Jeff Schreiner,"Schreiner,Jeff",4,,,,,,"Milwaukee, US",2011-2017,2011,2017,,,,,,,,,,,,,,,,,,,
David Pozgay,"Pozgay,David",34,,,,,,"Evanston, US",2003-2023,2003,2023,,,,,,,,,,,,,,,,,,,
Harald Krondorfer,"Krondorfer,Harald",69,,,,,,"Aurora, US",2004-2023,2004,2023,,,,,,,,,,,,,,,,,,,
Deborah Brown,"Brown,Deborah",6,,,,,,"Evanston, US",1993-2014,1993,2014,,,,,,,,,,,,,,,,,,,
Arturo Gonzalez,"Gonzalez,Arturo",7,,,,,,"Mexicali, MX",2011-2020,2011,2020,,,,,,,,,,,,,,,,,,,
Charlie Ren,"Ren,Charlie",3,,,,,,"Chicago, US",2011-2013,2011,2013,,,,,,,,,,,,,,,,,,,
Erick Higashi,"Higashi,Erick",4,,,,,,"Mexicali, MX",2011-2013,2011,2013,,,,,,,,,,,,,,,,,,,
Tim Truesdale,"Truesdale,Tim",4,,,,,,"Lindenhurst, US",2011-2013,2011,2013,,,,,,,,,,,,,,,,,,,
Martin Feldman,"Feldman,Martin",37,,,,,,"Mundelein, US",1976-2023,1976,2023,,,,,,,,,,,,,,,,,,,
James B Stevens,"Stevens,James B",6,,,,,,"Oak Park, US",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Regnar Gigato Perez,"Gigato Perez,Regnar",3,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Carlos Alberto Canino Ramos,"Canino Ramos,Carlos Alberto",3,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Oscar Arencibia Diaz,"Arencibia Diaz,Oscar",3,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Maria Dolores Noa Blanco,"Noa Blanco,Maria Dolores",3,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Jose Herrera Isidron,"Herrera Isidron,Jose",3,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Ana Maria Riveron Rojas,"Riveron Rojas,Ana Maria",4,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Elisa Javert Higginson,"Javert Higginson,Elisa",2,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Luis Mariano Batista Santiler,"Batista Santiler,Luis Mariano",2,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Lilia Lopez Canovas,"Lopez Canovas,Lilia",3,,,,,,"Boyeros, CU",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Leonardos Ruiz Esquvel,"Ruiz Esquvel,Leonardos",1,,,,,,"Boyeros, CU",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Gabriel Perez Perez,"Perez Perez,Gabriel",2,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Esther Orozco Orozco,"Orozco Orozco,Esther",3,,,,,,"Mexico City, MX",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Guillermo Espinosa Flores Verdad,"Flores Verdad,Guillermo Espinosa",1,,,,,,"Puebla, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Arturo S Scotto Guzman,"Guzman,Arturo S Scotto",1,,,,,,"Celaya, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Francisco Javier Marichi Rodriguez,"Marichi Rodriguez,Francisco Javier",3,,,,,,"Mexico City, MX",2010-2015,2010,2015,,,,,,,,,,,,,,,,,,,
Roberto Ruiz Diaz,"Ruiz Diaz,Roberto",2,,,,,,"Mexico City, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Maricela Garcia Zamora,"Garcia Zamora,Maricela",2,,,,,,"Saltillo, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Sergei Kniajanski,"Kniajanski,Sergei",17,,,,,,"Saltillo, MX",2007-2020,2007,2020,,,,,,,,,,,,,,,,,,,
Marcela Garcia Ramirez,"Garcia Ramirez,Marcela",2,,,,,,"Tampico, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Rodolfo Flores Flores,"Flores Flores,Rodolfo",3,,,,,,"Tampico, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Gregorio Cadena Pliego,"Cadena Pliego,Gregorio",1,,,,,,"Saltillo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Sergio Corona Galvan,"Corona Galvan,Sergio",2,,,,,,"Madrid, ES",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Gregory Geiger,"Geiger,Gregory",3,,,,,,"Plano, US",2004-2011,2004,2011,,,,,,,,,,,,,,,,,,,
K Arlan Harris,"Harris,K Arlan",5,,,,,,"Coppell, US",1997-2011,1997,2011,,,,,,,,,,,,,,,,,,,
Brian Johnson,"Johnson,Brian",38,,,,,,"Lucas, US",1991-2023,1991,2023,,,,,,,,,,,,,,,,,,,
Enrique Villasenor Murillo,"Murillo,Enrique Villasenor",1,,,,,,"Ixtlahuacán del Río, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Francisco Sandoval,"Sandoval,Francisco",16,,,,,,"Tesistán, MX",2011-2024,2011,2024,,,,,,,,,,,,,,,,,,,
Efrain Sandoval Del Toro,"Del Toro,Efrain Sandoval",1,,,,,,"Tesistán, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Manoj Venkatesh Bhandiwad,"Bhandiwad,Manoj Venkatesh",10,,,,,,"White Lake, US",1997-2013,1997,2013,,,,,,,,,,,,,,,,,,,
James Winston Platt,"Platt,James Winston",8,,,,,,"New Haven, US",2011-2016,2011,2016,,,,,,,,,,,,,,,,,,,
David C Johnson,"Johnson,David C",33,,,,,,"Lapeer, US",1978-2019,1978,2019,,,,,,,,,,,,,,,,,,,
Harold W Seeds,"Seeds,Harold W",12,,,,,,"Irapuato, MX",1997-2013,1997,2013,,,,,,,,,,,,,,,,,,,
Chane E Myers,"Myers,Chane E",8,,,,,,"Maumee, US",2009-2013,2009,2013,,,,,,,,,,,,,,,,,,,
Andrew P Maguire,"Maguire,Andrew P",8,,,,,,"Beverly Hills, US",2009-2013,2009,2013,,,,,,,,,,,,,,,,,,,
Estuardo Aguilar Cordova,"Aguilar Cordova,Estuardo",3,,,,,,"Isla, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Juan Socorro Armendariz Borunda,"Armendariz Borunda,Juan Socorro",16,,,,,,"Isla, MX",2010-2023,2010,2023,,,,,,,,,,,,,,,,,,,
Jamil Baghdachi,"Baghdachi,Jamil",12,,,,,,"Northville, US",1989-2012,1989,2012,,,,,,,,,,,,,,,,,,,
Halfeng He,"He,Halfeng",1,,,,,,"Ypsilanti, US",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Heidi Rosalia Perez Hernandez,"Hernandez,Heidi Rosalia Perez",2,,,,,,"Ixtaczoquitlán, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Cynthia G Templeman,"Templeman,Cynthia G",10,,,,,,"Ypsilanti, US",2010-2021,2010,2021,,,,,,,,,,,,,,,,,,,
Jesus R Morales,"Morales,Jesus R",13,,,,,,"Chihuahua, MX",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
Juan I Banzo,"Banzo,Juan I",2,,,,,,"Chihuahua, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Jose Valencia,"Valencia,Jose",8,,,,,,"Guanajuato, MX",1984-2024,1984,2024,,,,,,,,,,,,,,,,,,,
Antonio Pacheco,"Pacheco,Antonio",3,,,,,,"Xico, MX",2011-2018,2011,2018,,,,,,,,,,,,,,,,,,,
Fernando J Ramirez,"Ramirez,Fernando J",15,,,,,,"Nuevo Casas Grandes, MX",1991-2023,1991,2023,,,,,,,,,,,,,,,,,,,
Roberto Guzman,"Guzman,Roberto",7,,,,,,"Santiago Yancuitlalpan, MX",1991-2014,1991,2014,,,,,,,,,,,,,,,,,,,
Anamaria Garcia,"Garcia,Anamaria",2,,,,,,"General Escobedo, MX",2011-2014,2011,2014,,,,,,,,,,,,,,,,,,,
Diego Torres,"Torres,Diego",3,,,,,,"Cuernavaca, MX",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Vilas Hareshwar Dahanukar,"Dahanukar,Vilas Hareshwar",10,,,,,,"Hyderabad, IN",2005-2021,2005,2021,,,,,,,,,,,,,,,,,,,
Sergio Ferrino,"Ferrino,Sergio",1,,,,,,"Yautepec, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Aurora Villegas Viaje,"Viaje,Aurora Villegas",2,,,,,,"Lake Forest Park, US",2011-2016,2011,2016,,,,,,,,,,,,,,,,,,,
Arvia E Morris,"Morris,Arvia E",23,,,,,,"Seattle, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
Erika Pineda,"Pineda,Erika",2,,,,,,"Querétaro, MX",2011-2016,2011,2016,,,,,,,,,,,,,,,,,,,
Maria A Cuandon,"Cuandon,Maria A",1,,,,,,"Saltillo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Vaughn Paladin,"Paladin,Vaughn",2,,,,,,"San Jose, US",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Hector A Arteaga,"Arteaga,Hector A",1,,,,,,"Saltillo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Michael K Chiou,"Chiou,Michael K",1,,,,,,"Diamond Bar, US",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Bassam A Larab,"Larab,Bassam A",2,,,,,,"San Jose, US",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Osvaldo F Solis,"Solis,Osvaldo F",1,,,,,,"Saltillo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Ryan C Horton,"Horton,Ryan C",1,,,,,,"Saint Louis, US",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Guillermo E Riojas,"Riojas,Guillermo E",1,,,,,,"Saltillo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Christian Hartsfield,"Hartsfield,Christian",1,,,,,,"Atlanta, US",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Patrick Burgess,"Burgess,Patrick",15,,,,,,"Jalisco, MX",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Aldias Rauda,"Rauda,Aldias",1,,,,,,"West Hollywood, US",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Tyler Garland,"Garland,Tyler",3,,,,,,"West Hollywood, US",2010-2023,2010,2023,,,,,,,,,,,,,,,,,,,
Stan Chudzik,"Chudzik,Stan",33,,,,,,"Alpharetta, US",2003-2015,2003,2015,,,,,,,,,,,,,,,,,,,
David A Halsrud,"Halsrud,David A",24,,,,,,"Minneapolis, US",1992-2020,1992,2020,,,,,,,,,,,,,,,,,,,
Arturo S Valencia Sil,"Valencia Sil,Arturo S",13,,,,,,"Naucalpan, MX",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
Guang Jong Jason Wei,"Wei,Guang Jong Jason",37,,,,,,"Mendota Heights, US",1996-2020,1996,2020,,,,,,,,,,,,,,,,,,,
Hector R Dibenedetto,"Dibenedetto,Hector R",13,,,,,,"Pilar, AR",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
Eric D Morrison,"Morrison,Eric D",60,,,,,,"West St. Paul, US",1993-2023,1993,2023,,,,,,,,,,,,,,,,,,,
Bruce E Schmidt,"Schmidt,Bruce E",27,,,,,,"Apple Valley, US",1977-2020,1977,2020,,,,,,,,,,,,,,,,,,,
Lawrence A Grab,"Grab,Lawrence A",27,,,,,,"Woodbury, US",1994-2020,1994,2020,,,,,,,,,,,,,,,,,,,
